id,source,jim_crow,type,chapter_num,section_num,chapter_text,section_text
1903_public laws_385_2,project experts,1,public laws,384,1,CHAPTER 384 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF EDENTON. The General Assembly of North Carolina do enact:,"That all the territory in Chowan County and in the town of Edenton embraced within the following boundaries is hereby constituted a Public School District for white and colored children to be known as the Edenton Graded School District: Beginning on the Albemarle Sound at the run of a swamp (the .line between Cherrys Point tract of land and the Belvedre farm belonging to Mrs. Annie W. Pruden) thence running northeastwardly with the swamp and branch, its various courses to the sound side road, thence northwardly with that road to the Yeopim road, thence with that road towards the town of Edenton to the nearest gate of the Perkins farm owned by Mrs. Minnie S. Speight, thence northwardly with the path through the Perkins farm (embracing both the old Perkins residence and the present residence of said Speight) to the field gate on Hertford road, thence southwardly with that road to Church street, the eastern limits of the town of Edenton, thence westwardly with Church street to Okum street, thence northwardly with Okum street 200 feet, thence westwardly parallel with Church street to a point 150 feet east of Main street, thence northwardly parallel with Main street to Carteret street, thence eastwardly with Carteret street to a point 500 feet from Main street, thence northwardly parallel with Main street 200 feet, thence westwardly parallei with Carteret street to a point 100 feet east of Main street, thence northwardly parallel with Main street to Freemason street, thence westwardly with Freemason street to a point 150 feet west of Main street, thence southwardly parallel with Main to a point 200 feet north of Church street, thence westwardly parallel with Church street to Mosely street, thence northwardly with Mosely to the right of way of Norfolk and Southern Railroad, thence with the southern side of the right of way of said railroad to the northern limits of the town of Edenton, thence eastwardly with the northern line of the said town to Okum street, thence eastwardly with the northern line of the said town to Okum street, thence northwardly with that street extended, to M. Makelys line, thence eastwardly with M. Makelys line to the spur of Norfolk and Southern Railroad leading to the Edenton Cotton Mills, thence northwardly with that spur to J. S. Privotts line, thence eastwardly with said Privotts line to the Hertford road, thence with Hertford road to the southern line of Allen and Henry Powells, Wynn-Coke farm, thence eastwardly with line of that farm of its back line, thence northwardly following back lines of said Powell, Wynn-Coke farm, Dr. Hoskins farm, Elihu Lanes farm and the Turner Elmwood tract to the first branch, thence westwardly with branch to Hertford road, thence southwardly with that road to lane leading to J. S. Privotts residence, thence with that lane around said Privotts residence to western line of his barn lot, thence following lane through his field out through the brick yard to the main road, thence with that read across the Norfolk and Southern Railroad to the back line of J. W. Spruills Dillard track, thence westwardly with back lines of said lines of said Spruills Dillard track, I. L. Moore farm and Griffin and Twines Dillard farm to the Skinner quarter path, thence southwardly with that path to Virginia road, thence westwardly with that road to the western line of Mrs. Fannie R. Warren, thence following western line of her farm to western limit of the town, thence eastwardly in straight line to Granville street, extended, thence southwardly with Granville street to the northern side of the right-of-way of the Norfolk and Southern Railroad, thence with that railroad to   a point opposite Church street, thence eastwardly across the said railroad and with Church street to Mosely street, thence southwardly with that street to Queen street, thence westwardly with that street to N. and T. R. R. track, thence southwardly with that R. R. to Magnolia street, thence westwardly with that street extended across the Albania track to Machamacomic Creek, thence westwardly with that creek to its mouth, thence eastwardly a straight course to the nearest line of Cherrys Point track, thence the Sound shore to beginning."
1905_public laws_557_2,project experts,1,public laws,556,1,CHAPTER 556 AN ACT TO ESTABLISH THE MOORESVILLE GRADED SCHOOL DISTRICT. The General Assembly of North Carolina do enact:,"That all the territory embraced within the corporate limits of the town of Mooresville, Iredell County, and all that portion of Iredell County contiguous thereto embraced in the following boundaries: Beginning at the Davidson Township line near John Honeycutts, thence to John Honeycutts house; thence to the public road two hundred yards north of Bb. W. Brawleys tenanthouse, where J. P. Howell now lives; thence to Barringer Township line at David Oliphants; thence with boundary line of District Number Three, known as Oak Grove District; thence with Linwood District Number Five, to the line of Hickory Hill District; thence with Hickory Hill District Number Four to Mount Mourne District Number One, Davidson Township; thence with said line to Davidson Township line; thence with said line to the beginning shall be and is hereby constituted a school district for white and colored children, to be known as The Mooresville Graded School District."
1905_public laws_516_12,project experts,1,public laws,515,11,CHAPTER 515 AN ACT TO MAKE APPROPRIATIONS FOR STATE : INSTITUTIONS. The General Assembly of North Carolina do enact:,"That the sum of seven thousand five hundred dollars is hereby annually appropriated for the support and maintenance of the Agricultural and Mechanical College for the Colored Race at Greensboro. And the further sum of seven thousand five hundred dollars is hereby appropriated for the purposes of building a dormitory and making the necessary sewerage connections, of which sum three thousand seven hundred and fifty dollars shall be available in the year one thousand nine hundred and five and. three thousand seven hundred and fifty dollars shall be available in the year one thousand nine hundred and six. And all other appropriations heretofore made are hereby revoked."
1905_public laws_461_2,project experts,1,public laws,460,1,"CHAPTER 460 AN ACT FOR THE RELIEF OF A. P. BORDERS, SCHOOL- ' TEACHER. The General Assembly of North Carolina do enact:","That the Treasurer of Gaston County be and he is hereby authorized and directed to pay A. P. Borders, colored, in settlement for teaching school one month in District Number Three for the colored race in Cherryville Township in said county in the year one thousand nine hundred and three the sum of twenty-five dollars out of any moneys which may now be in the hands of said treasurer or which may hereafter come into his hands, belonging to the Public School District Number Three for the colored race in Cherryville Township in said county."
1905_public laws_238_6,project experts,1,public laws,237,5,"CHAPTER 237 a AN ACT TO PROVIDE A SYSTEM FOR THE KEEPING UP, MAKING, BUILDING AND REPAIRING OF THE PUBLIC ROADS AND BRIDGES IN PAMLICO COUNTY. The General Assembly of North Carolina do enact:","The said township board shall keep a list of all male persons residing in their respective townships between the ages of twenty-one and forty-five years of age, and they shall revise said list at each of their regular meetings held on the last Saturdays of April, July, October and January in each year, and shall transmit to the clerk of the county board a copy of the revised list, to be returned to the first meeting of the county board to be held thereafter. The revised list shall show the names of all who have died, removed, moved into, or become of age since the return of the last list. The list shall also specify the race or color of each person, as white or black. The clerk of the township board shall for this service receive one-half cent for each name the list contains, to be paid out of the road tax fund herejnafter created, upon a proper voucher of the county board of road supervisors."
1905_public laws_125_12,project experts,0,public laws,124,11,CHAPTER 124 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF FREMONT. The General Assembly of North Carolina do enact:,"That the board of trustees of the said graded school shall have power to secure, by purchase, rent or otherwise, from the stockholders of the Fremont High School Company the high school property, and to secure from the county board of education such reasonable assistance as may be needed to enlarge the school buildings of the graded schools."
1905_public laws_125_2,project experts,1,public laws,124,1,CHAPTER 124 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF FREMONT. The General Assembly of North Carolina do enact:,"That all the territory embraced within the following bounds, including the town of Fremont, to-wit: Beginning on Nahunta swamp at the mouth of Mill branch in the line between J. W. Aycock and the heirs of Jesse Aycock and running thence up said branch north, or nearly north, to the road near W. G. Peacocks; thence with said road nearly northwest to Applewhite branch where it crosses the road at Jack Flowers; thence down said branch to Aycocks swamp; thence down said swamp to the eastern line of BH. G. Pippins farm; thence north, or nearly north, with the said Pippins line to John Moores line; thence with said Moores eastern line to Bass swamp; thence down said swamp to the western boundary line of the Atlantic Coast Line Railroad Company; thence south with said boundary line to the line between J. C. Hooks and A. J. Edmundson; thence west, or nearly west, to Burnt swamp; thence up Burnt swamp to a ditch, the line between J. G. Hooks and John Floars; thence with said ditch to the road near Richard Wards; thence south, or nearly south, to the head of Copelands branch, thence down said branch to Nahunta swamp; thence down said swamp to the beginning, shall be and is hereby constituted a public school district for white and colored children, to be known as the Fremont Graded School District."
1905_public laws_110_6,project experts,0,public laws,109,5,"CHAPTER 109 AN ACT TO ESTABLISH A GRADED SCHOOL AT PINNACLE, STOKES COUNTY. The General Assembly of North Carolina do enact:","That the said board of graded school trustees and their successors shall be and are hereby constituted a body corporate by the. name and style of The Board of Trustees of Pinnacle Graded School, and by that name may sue and be sued, plead and be impleaded, contract and be contracted with, acquire by gifts, purchase or devise real and personal property, hold, exchange or sell the same, and exercise such other rights and privileges as are incident to other corporations."
1903_public laws_766_7,project experts,1,public laws,765,6,"CHAPTER 765 AN ACT TO PROVIDE FOR THE ELECTION OF TRUSTEES OF KINSTON GRADED SCHOOLS, AND FOR THE APPROPRIA- TION OF FINES, PENALTIES AND FORFEITURES IN SAID TOWN. The General Assembly of North Carolina do enact:","That the Board of Trustees of Kinston Graded Schools be and are hereby authorized and fully empowered to sell and convey in fee-simple to the purchaser or purchasers the lands and premises on Lenoir street, in said town of Kinston, adjoining the lands of J. W. Grainger and others, now occupied and used by the graded schools of said town for white children; and also to sell and convey in fee-simple to the purchasers the Jands and premises now occupied by the public graded schools for colored children, situate corner: of McLeweane and Shine streets, in said town of Kinston; and that the purchase money and proceeds of the lands and premises referred to in this section be paid to the Treasurer of said town, to be expended and disbursed under the direction of the Board of Trustees of Kinston Graded Schools for maintaining the public graded schools of said town, or for the erection or equipment of the public graded school building now in process of erection under the direction of said board of trustees on Peyton avenue, in said town of Kinston."
1903_public laws_747_9,project experts,1,public laws,746,8,"CHAPTER 746 AN ACT TO ESTABLISH GRADED SCHOOLS IN MT, PROSPECT DISTRICT OF UNION COUNTY, AND FOR OTHER PUR- POSES. The General Assembly of North Carolina do enact:","That the public school money which shall from time to time be collected under the general school laws for the white and colored children of said Mt. Prospect School District shall be applied to the support and maintenance of the graded school provided for in this act, under the orders and direction of said board of trustees."
1903_public laws_747_8,project experts,0,public laws,746,7,"CHAPTER 746 AN ACT TO ESTABLISH GRADED SCHOOLS IN MT, PROSPECT DISTRICT OF UNION COUNTY, AND FOR OTHER PUR- POSES. The General Assembly of North Carolina do enact:","That H. L. Yarbrough, R. P. Plyler, W. L. Preslar, P. W. Plyler, A. L. Helms, S. A. Lathan and P. V. Richardson are hereby constituted a board of trustees for the public graded school of Mt. Prospect School District, Union County, and they and their successors are hereby vested a body corporate under the name of trustees for the public schools of Mt. Prospect School District, Union County, and they and their successors shall have perpetual succession, may sue and be sued, plead and be impleaded in all the courts of this State and the United States, have a common seal, make all by-laws and regulations necessary or expedient, as deemed by them for the purpose of their incorporation, purchase, sell and convey, lease, let and control all school property in said district, real and personal, proper and requisite for their corporate purposes, have power to fill all vacancies occurring in said board, to employ and dismiss all officers and teachers of said schools and regulate their salaries, to elect one of their own number chairman and another secretary, and do and perform all acts proper and necessary for the best advantages of said schools."
1903_public laws_383_2,project experts,1,public laws,382,1,"CHAPTER 382 AN ACT TO ESTABLISH GRADED SCHOOLS IN CROSS CREEK TOWNSHIP, CUMBERLAND COUNTY, AND TO ISSUE BONDS AND TO LEVY A SPECIAL TAX FOR THE ESTABLISHING AND SUPPORT OF SAME. The General Assembly of North Carolina do enact:","That Cross Creek Township, in the county of Cumberland, shall be and in hereby constituted a public school district for both white and colored schools, to be known as Cross Creek Graded School District. :"
1903_public laws_747_3,project experts,1,public laws,746,2,"CHAPTER 746 AN ACT TO ESTABLISH GRADED SCHOOLS IN MT, PROSPECT DISTRICT OF UNION COUNTY, AND FOR OTHER PUR- POSES. The General Assembly of North Carolina do enact:","That the Board of Commissioners of Union County are authorized and required to order an election to be held in the said Mt. Prospect School District for the whites and colored of Union County, on the first Monday in May next, and at said election to submit to the qualified voters of said district the question of levying an annual special tax on the property and polls of white and colored persons in said district for the purpose of supporting and maintaining public schools for the whites and colored children in said school district."
1903_public laws_458_10,project experts,1,public laws,457,9,"CHAPTER 457 AN ACT TO ESTABLISH A GRADED SCHOOL IN THE TOWN OF CLINTON, SAMPSON COUNTY, NORTH CAROLINA The General Assembly of North Carolina do enact:","The school committee provided for by this act shall apportion the money raised or secured for educational purposes in said district as shall be just to the white and colored races, without discrimination in favor of or to the prejudice of either race, due regard being paid to the cost of keeping up and maintaining the public schools of both races. ;"
1903_public laws_458_3,project experts,1,public laws,457,2,"CHAPTER 457 AN ACT TO ESTABLISH A GRADED SCHOOL IN THE TOWN OF CLINTON, SAMPSON COUNTY, NORTH CAROLINA The General Assembly of North Carolina do enact:","That the Board of Commissioners of Sampson County are hereby authorized to submit to the qualified voters of said school district within three months after the ratification of this act, under such rules and regulations as they prescribe, the question whether an annual tax shall be levied therein for the support of graded public schools for white and colored in said district; each voter shall vote a written or printed ballot without device the words For Schools, if in favor of levying said tax, and those who are opposed to levying said tax shall vote on written or printed ballot without device the words Against Schools. The penalties for illegal and fraudulent voting in this election shall be the same as in the election for members of the General Assembly. The County Commissioners shall give at least thirty days notice of the time of holding said election in the newspaper published in said school district."
1903_public laws_452_2,project experts,1,public laws,451,1,CHAPTER 451 AN ACT TO ESTABLISH GRADED SCHOOLS AND ELECTRIC LIGHTS IN THE TOWN OF SCOTLAND NECK. The General Assembly of North Carolina do enact:,"That all the territory lying within the corporate limits of the town of Scotland Neck shall be and is hereby constituted the public school district for white and colored children, to be known as The Scotland Neck Graded School District."
1903_public laws_442_12,project experts,0,public laws,441,11,CHAPTER 441 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF TROY. The General Assembly of North Carolina do enact:,"That the said Board of Graded School Trustees and their successors shall be and are hereby constituted a body corporate by the name and style of the Board of Graded School Trustees of Troy, and by that name may sue and be sued, plead and be impleaded, contract and be contracted with, acquire by gift, purchase or devise real estate and personal property, hold, exchange, mortgage or sell the same and exercise such other rights and privileges as are incident to other corporations. And said corporation shall have a corporate seal which it may break and exchange at pleasure."
1903_public laws_436_28,project experts,1,public laws,435,27,"CHAPTER 435 AN ACT TO AMEND CHAPTER 4, LAWS OF 1901, RELATING TO THE SCHOOL LAW, The General Assembly of North Carolina do enact: That chapter 4 of the Public Laws of 1901, being an act to re- vise and consolidate the Public School Law, is hereby amended as follows:","Amend section 70 by striking out in lines 5 and 6, after the word Examiners, the words shall have the entire management and control of the Colored Normal Schools of the State, and inserting after the word for, in line 7, in lieu of the words the same, the words the Colored Normal Schools."
1903_public laws_408_8,project experts,0,public laws,407,7,"CHAPTER 407 AN ACT TO PROVIDE FOR THE ESTABLISHMENT OF A GRADED SCHOOL IN CASWELL COUNTY, TO BE KNOWN AS PELHAM GRADED SCHOOL. The General Assembly of North Carolina do enact:","That said Trustees shall have the power to employ all teachers and select all officers necessary for said graded school and to fix their compensation. They shall have the right and power to buy, sell, or hold real and personal property that may be necessary for the use of said school; and they shall have the right and power to do all things necessary for the successful conduct of said school. The Trustees shall have the power upon such terms as they may deem just to allow children outside of said territory to attend said school."
1903_public laws_406_2,project experts,1,public laws,405,1,"CHAPTER 405 AN ACT TO ESTABLISH RAEFORD SCHOOL DISTRICT FOR A WHITE RACE, INCLUDING PORTIONS OF CUMBER- LAND AND ROBESON COUNTIES. WHEREAS, the town of Raeford, in which Raeford Institute is located, includes portions of Cumberland and Robeson counties; and, WHEREAS, the patrons of said Institute in both of said counties are desirous of receiving at Raeford Institute the benefit of the | public school fund to which they are entitled; THEREFORE, The General Assembly of North Carolina do enact:","That the territory lying and being in the following boundaries be and the same is hereby created and established a special school district for the white race, known as the Raeford School District, to-wit: Beginning at the point on Big Rockfish Creek where the line between Cumberland and Robeson counties, going westwardly, leave said creek and runs thence a direct line to the east corner of H. McC. Curries land in Robeson County; thence with the line of his land in a southerly direction to the Nelson road; thence with the Nelson road westwardly to the line of John Chisholms land; thence with his line in a southerly direction to line of John W. Chisholms land; thence with J. W. Chisholms line westwardly to the line of J. H. Tysons land; thence with his line and including all of the land of said Chisholm and Tyson to the Nelson road; thence with Nelson road to Tonys Creek; thence up the various courses of Tonys Creek to the Cumberland County line; thence with said line due west to Beaver dam Creek; thence up the various courses of said Beaver Dam Creek to its source; thence a direct line to the head of McKenzie Mill Creek; thence down the various courses of said creek to Big Rockfish Creek; thence a direct line to the head of Beaver Creek near the western plank road; thence down the various courses of said creek to the east boundary of Gilbert McDuffies land; thence a direct line to the east boundary of Jno, Blacks land; thence a direct line to the east, Blacks land, including the same to Big Rockfish Creek; thence up the various courses of said creek to the beginning."
1903_public laws_404_2,project experts,1,public laws,403,1,CHAPTER 403 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF SPRING HOPE. The General Assembly of North Carolina do enact:,"That all the territory lying within the corporate limits of the town of Sping Hope, and all that territory not embraced within said corporate limits, but lying contiguous thereto within the following boundaries, to-wit: Beginning in Bear Branch on Nashville Road; thence down said branch to Sapony Creek; thence down said creek to N. E. corner of J. W. Floyds home tract of land; thence southward with Floyds line to old Spring Hope Road; thence southwesterly a straight line to a point in the road in front of W. H. Abernathys residence; thence southward along said road to Abe Allens line; thence westward along said Allens and Abernathys line to Tar River; thence up Tar River to Turkey Creek, above Webbs bridge; thence up said Turkey Creek to mouth of Christmans Still Branch; thence a straight line to a point in Louisburg Road at which Whitnell Hopkins and Thomas Woods line crosses said road; therice with said Hopkins line to his N. E. corner; thence a straight line to beginning, shall be and are hereby constituted a public school district for white and colored children, to be known as The Spring Hope Graded School District."
1903_public laws_403_13,project experts,1,public laws,402,12,CHAPTER 402 AN ACT TO MAKE APPROPRIATIONS FOR STATE INSTITU- TIONS. The General Assembly of North Carolina do enact:,That the sum of seven thousand five hundred dollars is annually appropriated to the Agricultural and Mechanical College for the Colored Race at Greensboro; and all other appropriations heretofore made are hereby revoked.
1903_public laws_385_4,project experts,1,public laws,384,3,CHAPTER 384 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF EDENTON. The General Assembly of North Carolina do enact:,"That the Board of Councilmen of the town of Edenton are hereby required to submit to the qualified voters of the said Public School District for the white and colored races on the first Monday in May, 1908, at an election to be held for said School District in the town of Edenton, N. C., the question whether an annual tax shall be levied for the support of the Graded School in said School District."
1903_public laws_719_5,project experts,0,public laws,718,4,"CHAPTER 718 AN ACT TO ESTABLISH A GRADED SCHOOL IN THE TOWN OF COLUMBIA, The General Assembly of North Carolina do enact:","That the special taxes so levied and collected, and all other funds which may be paid over to the trustees of said graded school or to the Treasurer of said town for educational purposes, shall be expended only on the warrant of the said board of trustees in the erection of graded school buildings, and in the conduct and operation of graded schools for the education of the children in said town between the ages of six and twenty-one years."
1905_public laws_557_11,project experts,0,public laws,556,10,CHAPTER 556 AN ACT TO ESTABLISH THE MOORESVILLE GRADED SCHOOL DISTRICT. The General Assembly of North Carolina do enact:,"That the said board of graded school trustees and their successors shall be and are hereby constituted a body corporate by the name and style of The Board of Graded School Trustees of Mooresville, and by that name may sue and be sued, plead and Pub. 36 be impleaded, contract and be contracted with, acquire, by gift, purchase or devise, real and personal property, hold, exchange, mortgage or sell the same and exercise such other rights and privileges as are incident to other corporations, and may have a corporate seal."
1901_public laws_5_42,project experts,1,public laws,4,41,CHAPTER 4 An Act to Revise and Consoliaate the Public School Law. The General Assembly of North Carolina do enact:,"It shall be the duty of the County Superintendent of Schools in each county, on or before the first Monday in July of every year, to report to the State Superintendent of Public Instruction an abstract statement of the number, grade, race, and sex of the teachers examined and approved by him during the year; also, the number of public schools taught in the county during the year for each race; the number of children of school age in each school district; the number enrolled in each district; the average daily attendance in each district by race and sex and the number of all persons in the county between the ages of twelve and twenty-one who can not read and write. He shall also report by race and sex the number of pupils of each race enrolled in all the schools, their average attendance; the average length of terms of said schools, and the average salary, respectively, for the teachers of each race; the number of school districts for each race, and any new school districts laid out during the year shall be specified in his report. He shall also report the number of public school-houses and the value of public school property for each race; the number of Teachers Institutes held; the number of teachers attending such institutes, together wtih such suggestions as may occur to him promotive of the school interest of the county. The County Superintendent of the Schools shall record in his book an accurate copy of his report to the State Superintendent of Punlic Instruction. If any County Superintendent of Schools fails or refuses to perform any of the duties required of him by this act he shall be subject to removal from his office by the County Board of Education upon the complaint of the State Superintendent of Public Instruction."
1899_public laws_562_3,project experts,1,public laws,561,2,"CHAPTER 561 An act to incorporate the Slater Industrial and State Normal School of Winston-Salem, North Carolina. WHEREAS, it appears to the general assembly that under and by virtue of articles of incorporation, signed by 8 G. Atkins and others, filed and recorded in the office of the clerk of the superior court of Forsyth county, North Carolina, on the twenty-eighth day of September, eighteen hundred and ninety-two, and on the same day said persons, their associates and successors, were de- elared by the clerk duly incorporated in pursuance of law, as eontained in chapter sixteen of The Code, under the name of the Slater Industrial Academy, and that said institution is possessed of vaiuable Jands, dormitories, shops and a large and commodi- ous building thereon, situated near the corporate limits of Win- ston Salem, North Carolina, and that the same has been provided and equipped for industrial and normal training of students and teachers of both sexes for the colored race; and WHEREAS, by different acts of the general assembly of North Carolina the same has been recognized, established and supported as one of the state normal schools for the colored race; and 5 WHEREAS, it appears that a more perfect and comprehensive plan of incorporation is required to provide for the proper growth and government of the same; therefore be it enacted and The General Assembly of North Carolina do enact:","That the purposes of said Slater Industrial and State Normal School shall be as follows: For the instruction of youth ef the colored race in the various common school, academic and eollegiate branches, the best methods of teaching the same and 48 the best mode of practical industry in its application to agrioultural and mechanic arts; and for the carrying out of these purposes the said trustees may establish any departments or schools in the said institution and issue any scholarships, certificates and diplomas and confer any degrees of merii and honor which they may determine upon, and to these ends cooperate with other institutions of like character."
1897_public laws_113_7,project experts,1,public laws,112,6,"CHAPTER 112 An act to establish a system of graded schools in Henderson, North Carolina. The General Assembly of North Carolina do enact:","That the following named persons, Harrison Wortham, L. D. Mayo, Joseph H. Satterwhite, Julius Speed and M. M. Peace and their successors in office be and the same are hereby constituted a board of trustees for the colored children belonging to said township. ; That said board of trustees shall be a body politic, and shall be known as  The Board of Trustees for the graded school for the colored children, Henderson, North Carolina, and by that name may sue and be sued, may plead and be impleaded within any court of the State. Are hereby empowered to purchase property, to sell such school property as may seem wise to a majority of said board ; may receive sites for school purposes by gifts or donations ; May accept any gifts fortheschool ; shall have power to employ teachers, and to fix their pay; to fill vacancies in said Board, and to do all such acts as shall be necessary to carry on said graded school for the colored children in said township."
1897_public laws_113_6,project experts,1,public laws,112,5,"CHAPTER 112 An act to establish a system of graded schools in Henderson, North Carolina. The General Assembly of North Carolina do enact:","That the following named persons: Robert Bunn, Alex. T. Barnes, James Kelly, Lee Howard and W. H. Jenkins, and their successors in office, shall constitute a board of trustees for the graded school for the white children. The said board of trustees shall be a body politic, and shall be known as  The Board of Trustees of the graded school for the white children, Henderson, North Carolina, and by that name may sue and be sued, may buy and sell school property, may accept gifts, donations and any money or other valuables for the school, and shall have full power to employ teachers, and to fix their pay, and may use for the first two years not more than one-third of the funds of said school in buying lands, buildings and repairing such school houses, as may be necessary in the judgment of the Board of Trustees, for the carrying on said school: Provided, the same shall be first legally apportioned for the graded school for the white children."
1897_public laws_109_14,project experts,1,public laws,108,13,CHAPTER 108 An act to revise and improve the public school system of North Carolina. The General Assembly of North Carolina do enact:,"The school committee of each district shall on the second Monday in January each year, meet at such a place in their district as the chairman may designate for the purpose of apportioning the school fund of their district to the various schools, white and colored, iu their districts in the manner hereinbefore provided for; and the other meetings of the committee for the purpose of selecting teachers for the schools in their district and for the transaction of such other business as pertains to their office shall be at such time and place as the chairman may designate."
1897_public laws_49_7,project experts,1,public laws,48,6,"CHAPTER 48 An act relating to School District No. 30, for the white race in Nash county. The General Assembly of North Carolina do enact:",That the present school committee of district number thirty -80 for the white race in Nash county are hereby appointed school committee of the aforesaid district as constituted above to hold as such until the next regular appointment of school committees for the county.
1897_public laws_24_2,project experts,1,public laws,23,1,CHAPTER 23 An act to pay J. A. McRae money due by Randoiph county for teaching of District School No. 27 The General Assembly of North Carolina do enact:,"That the Treasurer of Randolph county be and he is hereby authorized to pay to J. A. McRae seventeen dollars and fifty cents  $17.50 out of the public school fund due District number Twenty-seven  27 for the colored race, as a residue for services rendered as teacher in said District during the school year ending 1896"
1895_public laws_430_7,project experts,1,public laws,429,6,"CHAPTER 429 An act to establish graded schools in the town of Clinton, North Carolina. The General Assembly of North Carolina do enact:","That the school committee created under this act shall elect annually a superintendent of schools, established under this act, who shall be the principal of the graded schools for the white children, if the same shall be established ; and the said superintendent shall examine all applicants for teachers positions in the said schools and issue certificates to the same, which certificates shall be valid for one year from the date thereof, and do and perform such other duties as may be prescribed by said committee."
1895_public laws_430_4,project experts,1,public laws,429,3,"CHAPTER 429 An act to establish graded schools in the town of Clinton, North Carolina. The General Assembly of North Carolina do enact:","That if the inspectors of said election shall certify that a majority of the votes cast are in favor of said tax the same shall be levied by the county commissioners and collected by the sheriff under the same rules and regulations under which other school taxes are levied and collected, and the sheriff shall be subject to the same liabilities for the collections and disbursement of said taxes as he is or-may be for other school taxes, and he shall receive as compensation for such service two per centum commission: Provided, that special taxes so levied and collected shall not exceed sixty cents on the one hundred dollars valuation of property and one dollar and eighty cents on the poll. That the school committee whose appointment is hereinafter provided for shall establish graded schools in said district for the white and for the colored children between the ages of six and twenty-one years, and the school for each race herein provided for shall have the same length of school terms, and the tax levied and collected under the provisions of this act shall be applied exclusively for the establishment and maintenance of said schools, and shall not be appropriated or expended for any other purpose."
1895_public laws_430_3,project experts,1,public laws,429,2,"CHAPTER 429 An act to establish graded schools in the town of Clinton, North Carolina. The General Assembly of North Carolina do enact:","That the board of commissioners of Sampson county are hereby authorized to submit to the qualified voters of said school district within three months after the ratification of this act, under such rules and regulations as they prescribe, the question whether an annual tax shall be levied therein for the support of graded public schools for white and colored in said district ; each voter shall vote a written or printed ballot without device the words for school if in favor of levying said tax, and those who are opposed to levying said tax shall vote on written or printed ballot without device the words against school. The penalties for illegal and fraudulent voting in this election shall be the same as in the election for members of the general assembly. The county commissioners shall give at least thirty days notice of the time of holding said election, in the newspaper published in said school district."
1895_public laws_267_8,project experts,1,public laws,266,7,"CHAPTER 266 An act to provide for a graded school in the town of Hender- sonville, North Carolina. The General Assembly of North Carolina do enact:","That the money arising from the special assessment herein provided for collected from the property and polls of colored persons shall, as soon as collected, be paid over to the treasurer of Henderson county, and held by him subject to the orders and directions of the board of trustees of said public graded school for the colored children and the school committee of said colored district number three (8)."
1895_public laws_267_5,project experts,1,public laws,266,4,"CHAPTER 266 An act to provide for a graded school in the town of Hender- sonville, North Carolina. The General Assembly of North Carolina do enact:","That the present board of trustees of the Hendersonville Academy, and their successors, and the school committee of Hendersonville public school district number twenty-two (22), and their successors, be, and they are hereby, constituted a board of trustees for the graded school for the white children: That said board shall have power to employ teachers, and to use, for the first two years, not exceeding one-third of the aggregate funds in repairing and equipping the Hendersonville Academy : Provided, the same shall first be legally appropriated for said graded school, and shall have power to do all such acts as may be necessary to carry on said graded school for the white children."
1897_public laws_113_9,project experts,1,public laws,112,8,"CHAPTER 112 An act to establish a system of graded schools in Henderson, North Carolina. The General Assembly of North Carolina do enact:","That the Board of Trustees for the white school, and the Board of Trustees of the colored school, shall meet annually on the second Tuesday in August, when they shall receive applieations for teachers in said schools; which applications shall be accompanied by a certificate from the County Examiner, dated within the school year (July ist): Provided, that the Board must give twenty days notice of such meeting of such Board, in some public newspaper published in Vance county, if there be one, and if not, then by written or printed notices at the four voting precincts in said town, and one at the Court House door and in the Post Office."
1895_public laws_226_2,project experts,1,public laws,225,1,CHAPTER 225 * An act to establish the Warsaw. graded school. The General Assembly of North Carolina do enact:,"That the board of commissioners of Duplin county are hereby authorized and required to submit to the qualified voters of the following territory, lying in Warsaw township, Said county, viz.: beginning at Wilmington & Weldon Railroad trestle over Turkey swamp, and thence down Turkey swamp to a point where the Clinton and Warsaw public road crosses said Turkey swamp ; thence south with said road to the Duplin old court-house; thence with the Wilmington public road to the crossing on the Clinton & Warsaw Railroad; thence a straight line to the two-mile post on the public road leading from Warsaw to Henry Bests house; thence a straight line to 8 M. Carltons avenue ; thence the public road to Clarks ford on Stewarts creek, thence up Stewarts creek to the intersection of Johnsons Church branch; thence up said branch to the public road crossing near Johnsons old church site; thence a straight line to the Dolly Meare ford on the Grove swamp; thence up the lane between the lands of James A. Beyette and D. C. Middleton to the old gate on the Hinton Bayett place; thence a straight line to the intersection of the Faison and Keanonsville and Williams public roads; thence up said road north to R. J. Williams gate; thence up the Bowdens station road two miles from said gate, to a stake; thenee a straight line to the beginning,on the first Monday in May, one thousand eight hundred and ninety-five, under such rules and regulations as said board may prescribe, whether an annual tax shall be levied therein for the support of a graded public school for the white and colored children in said district. Each voter shall vote a printed or written ballot with the words for school or no school, and said election shall be conducted under the same rules, regulations, and penalties as are now or may be prescribed by law for the election of members of the general assembly."
