id,source,jim_crow,type,chapter_num,section_num,chapter_text,section_text,extrinsic
1937_public laws_292_11,project experts,1,public laws,291,302,"CHAPTER 291 AN ACT TO PROVIDE FOR THE LISTING AND VALUING OF ALL PROPERTY, REAL, PERSONAL AND MIXED, AT ITS TRUE VALUE IN MONEY, AND TO PROVIDE FOR THE TAXATION THEREOF BY COUNTIES, MUNICIPALITIES AND OTHER LOCAL TAXING AUTHORITIES UPON A UNIFORM AD VALOREM BASIS. The General Assembly of North Carolina do enact: ARTICLE I SHORT TITLE AND DEFINITIONS","Date as of Which Assessment is to be Made. All property, real and personal, shall be listed or listed and assessed, as the case may be, in accordance with ownership and value as of the first day of April, one thousand nine hundred and thirty-seven, and thereafter all property shall be listed or listed and assessed in accordance with ownership and value as of the first day of April each year.",1
1925_public local laws_296_11,project experts,1,public local laws,295,10,"CHAPTER 295 AN ACT TO AUTHORIZE AND EMPOWER THE COUNTY COMMISSIONERS OF STANLY COUNTY TO ISSUE BONDS FOR THE PURPOSE OF BUILDING A NEW COURTHOUSE AND JAIL FOR STANLY COUNTY, AFTER A REFEREN- DUM OF SAID MATTER TO THE REGISTERED VOTERS OF SAID COUNTY, AND FOR THE PURPOSE OF AUTHOR- IZING AND EMPOWERING SAID COUNTY COMMISSION- ERS TO REPAIR AND REMODEL THE PRESENT COURT- HOUSE AND JAIL OF SAID COUNTY AND ISSUE BONDS THEREFOR. The General Assembly of North Carolina do enact:",If any portion of this act shall be held unconstitutional it shall not affect the remainder of said act; the authority given herein to call an election shall cease if not exercised within twelve months from the ratification of this act.,1
1919_public laws_228_3,project experts,1,public laws,227,2,"CHAPTER 227 AN ACT TO INCREASE THE AMOUNT OF PENSIONS FOR CONFEDERATE SOLDIERS, SAILORS, AND THEIR WID- OWS, AMENDING SECTION 4993, REVISAL OF 1905 The General Assembly of North Carolina do enact:","The State Auditor shall transmit to the clerks of the Superior Court of the various counties warrants for pensioners for one-half of the yearly pensions between the first and fifteenth of June, and for one-half the yearly pension between the first and fifteenth of December of each year.",0
1937_public laws_141_2,project experts,1,public laws,140,1,"CHAPTER 140 AN ACT TO PLACE THE NAME OF MRS. JOSEPHINE T. W. M. TUNSTALL, OF VANCE COUNTY, ON THE PENSION ROLL. The General Assembly of North Carolina do enact:","That Mrs. Josephine T. W. M. Tunstall of Vance County, widow of J. B. Tunstall, late a member of Company G, Twenty-third Regiment, be, and she is hereby, placed on the Confederate Pension Roll of the State in Class B, and the State Auditor is hereby authorized and directed to issue and pay to her a pension at the same times and in the same amounts as may be paid pensioners in said class: Provided, she can qualify for said pension under the existing pension laws.",0
1907_private laws_235_11,project experts,1,private laws,232,10,"CHAPTER 232 AN ACT TO ESTABLISH THE IOTLA GRADED SCHOOL DIS- TRICT, IN MACON COUNTY, AND PROVIDE FOR THE RUNNING AND MAINTENANCE OF A GRADED SCHOOL THEREIN. The General Assembly of North Carolina do enact:","That, for the purpose of elevating the standard of education and supplying the public schools with more efficient teachers, a high school or training department, to which advanced pupils, and those pledging and obligating themselves to become teachers, and public school teachers of Macon County may have access, Shall be established in said graded school, in accordance with such laws as are or may be enacted establishing public high schools in this State.",0
1897_public laws_416_2,project experts,1,public laws,414,1,CHAPTER 414 An act to incorporate the Scotland Neck training and indus- trial school. General Assembly of North Carolina do enact:,"That the name of the institution known at present as  The Scotland Neck training and industrial school, shall be hereafter known as the same, and that Wm. E. Evans C. C. Baker, Hunter Hight, C. P. Anthony, Tom Shields, Steward Hardy, Wm. E. Boyd, Thad. Shields, Isaac Evans, G.1. Hill, Isham Smith, Wade Smith, Jr., Henry Reynolds and Jno. Smith, and their associates and successors in office, be and they are hereby created and constituted a body politic and corporate by the name and style of  Trustees of the Scotland Neck training and industrial school, an institution of learning situated at Scotland Neck, in Halifax county, in the state of North Carolina, and as such and by said name of such institution as aforesaid shall be impleaded, to use a common seal and make such by-laws and regulations and rules as they, the said trustees and their successors, may deem best, not inconsistent with the laws of the United States or the state of North Carolina.",0
1901_public laws_54_14,project experts,1,public laws,53,13,CHAPTER 353 An act to establish graded schools in the town of Rocky Mount. The General Assembly of North Carolina do enact:,"That said Board of Graded School Trustees shall have exclusive control of all public schcols in said school district, free from the supervision and control of the County Boards: of School Directors and the County Superintendents of Schools of Nash and Edgecombe Counties, shall prescribe rules and regulations, not inconsistent with this act, for their own government and for the government of such schools; shall prescribe the qualifications, employ and fix the compensation of all officers and teachers of such schools; shall cause to be taken from time to time, in accordance with the general school law of the \ State, an accurate census of the school population of said school district; and shall exercise such other powers as may be necessary for the successful control and operation of said graded schools: Provided, that the Board of School Trustees of No. 12 Township, Edgecombe County, is hereby authorized and empowered to carry on white and colored schools No. 1 of said township until June thirtieth, nineteen hundred and one; and to exercise over said schools all such powers as are herein conferred upon said Board of Graded School Trustees over the public schools in said graded school district: Provided further, that the treasurer of the Edgecombe County school funds shall, without delay, pay over to the Treasurer of the town of Rocky Mount all funds of said school districts No. 1, now in his hands, or which may hereafter come into his hands; and that the said Treasurer of the town of Rocky Mount shall, up to June thirtieth, nineteen hundred and one, disburse said funds upon the warrant of said Board of Township Trustees only, and thereafter as hereinbefore provided for the disbursement of other funds of . said graded school district,",0
1903_public laws_300_16,project experts,1,public laws,299,15,"CHAPTER 299 AN ACT TO PROVIDE FOR A GRADED SCHOOL IN THE TOWN OF WILLIAMSTON, N. C. The General Assembly of North Carolina do enact:","That said Board of Graded School Trustees may, if in their judgment necessary for the maintenance of said graded schools, require from each pupil entered therein an incidental fee of not more than two dollars and fifty cents per annum, payable as said Board of Trustees may direct: Provided, that such fee shall be applied exclusively to the maintenance of such graded school as the pupil paying the same may attend.",0
1903_public laws_442_14,project experts,1,public laws,441,13,CHAPTER 441 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF TROY. The General Assembly of North Carolina do enact:,"The said Board of Graded School Trustees shall have exclusive control of all public schools in said school district, free from the supervision of the County Board of School Directors and the County Superintendents of Schools of Montgomery County, and shall prescribe rules and regulations, not inconsistent with this act, for their own government, arid for the government of such schools; shall prescribe the qualifications, employ and fix the compensation of all officers and teachers of such schools; shall cause to be taken from time to time, in accordance with the general school law of the State, an accurate census of the school population of said school district, and shall exercise such other powers as may be necessary for the successful control and operation of said graded schools.",0
1905_public laws_110_7,project experts,1,public laws,109,6,"CHAPTER 109 AN ACT TO ESTABLISH A GRADED SCHOOL AT PINNACLE, STOKES COUNTY. The General Assembly of North Carolina do enact:","That said board of graded school trustees shall have exclusive control of all public schools in said territory, shall prescribe rules and regulations not inconsistent with this act for their own government and for the government of such school; shall prescribe the qualifications, employ and fix the compensation of all officers and teachers of said school, shall cause to be taken from time to time, in accordance with the general school laws of the State, an accurate census of the school population of said district; and shall exercise such other powers as may be necessary for the successful control and operation of said graded schools.",0
1905_public laws_214_3,project experts,1,public laws,213,2,CHAPTER 218 AN ACT TO COMPEL ATTENDANCE OF INDIANS AT SCHOOL. The General Assembly of North Carolina do enact:,"That all children within said boundary are hereby compelled to attend school at least nine months in each calendar year between the ages of seven and seventeen years: Provided, the government of the United States shall furnish said schools with all proper facilities, together with board, clothing, books, medicine, medical attendance and other necessary expenses : Provided further, that nothing in this act shall compel any sick or otherwise disabled child, or any child who is sole person or necessary for the care or waiting on of any sick parent, or for other legal or lawful excuse, to attend said school: Provided further, that nothing in this act shall prevent the proper school authorities from excusing any child from the provisions of this act, when in their judgment they deem it necessary: Provided further, that this act shall not apply to children in said boundary attending some other school for a like time and period.",0
1905_public laws_557_13,project experts,1,public laws,556,12,CHAPTER 556 AN ACT TO ESTABLISH THE MOORESVILLE GRADED SCHOOL DISTRICT. The General Assembly of North Carolina do enact:,"That said board of trustees shall have exclusive control of all public schools in said district, free from the supervision and control of the county school authorities; shall prescribe rules and regulations for the government of such schools; shall prescribe the qualifications, employ and fix the compensation of all officers and teachers of such schools; shall cause to be taken, in accordance with the general school law of the State, an accurate census of the school population of said graded school district, and shall exercise such other powers as may be necessary for the successful control and operation of said schools.",0
1911_public laws_123_11,project experts,1,public laws,122,10,"CHAPTER 122 AN ACT TO ESTABLISH A REFORM AND MANUAL TRAIN- ING SCHOOL FOR COLORED YOUTHS. Whereas it appears to the General Assembly that there are in this State many negro youths between the ages of seven and six- teen years who violate the criminal law, and that while such youths should be detained and punished and taught the doctrine of religion, good morals, and how to work, it would be to the best interest of such youths and criminals that they be not associated with older and more hardened criminals, but that they should be kept separate therefrom : The General Assembly of North Carolina do enact:","The training of inmates. The officers of the school shall receive and take into it all children committed thereto by competent a thority, or received therein as aforesaid, and shall cause all such children in the school to be instructed in such rudimentary branches of useful knowledge as may be suited to their various ages and capacities. The said children shall be taught such useful trades and given such manual training as the board may direct. And such children shall perform such manual labor as the principal or other superintending officers, subject to the direction of said board, may order. All inmates shall, if possible, be taught the precepts of the Holy Bible, good moral conduct, how to work and to be industrious. The board of directors shall first establish and maintain such departments of the Manual Training School as shall be adapted to the use of such class of boys as in the discretion of the board shall be most in need of such care and training and will probably be most benefited thereby.",0
1911_public laws_123_13,project experts,1,public laws,122,12,"CHAPTER 122 AN ACT TO ESTABLISH A REFORM AND MANUAL TRAIN- ING SCHOOL FOR COLORED YOUTHS. Whereas it appears to the General Assembly that there are in this State many negro youths between the ages of seven and six- teen years who violate the criminal law, and that while such youths should be detained and punished and taught the doctrine of religion, good morals, and how to work, it would be to the best interest of such youths and criminals that they be not associated with older and more hardened criminals, but that they should be kept separate therefrom : The General Assembly of North Carolina do enact:","Maintenance. All moneys received by the trustees by private gifts, donations, or otherwise shall be expended in the establishment, operation, and maintenance of the school for the training and moral and industrial development of such delinquent children, and in securing homes for them; and in case the trustees receive or are allowed any State aid for said school, it shall be Pub.19 their duty to duly account for all moneys so received by them and to make report of the manner of its expenditure and of the work done by them as hereinafter more particularly provided for.",0
1911_public laws_123_18,project experts,1,public laws,122,17,"CHAPTER 122 AN ACT TO ESTABLISH A REFORM AND MANUAL TRAIN- ING SCHOOL FOR COLORED YOUTHS. Whereas it appears to the General Assembly that there are in this State many negro youths between the ages of seven and six- teen years who violate the criminal law, and that while such youths should be detained and punished and taught the doctrine of religion, good morals, and how to work, it would be to the best interest of such youths and criminals that they be not associated with older and more hardened criminals, but that they should be kept separate therefrom : The General Assembly of North Carolina do enact:","That the trustees or the superintendent of the Reform and Manual Training School for Colored Youths may in their judgment discharge such criminal youths that may have been admitted into the Reform and Manual Training School by and with the consent of the parents, guardians, or trustees, when it appears to them that the boy or girl has undergone a complete reformation, and shows signs of thrift, industry, and usefulness, and to become a good and useful citizen.",0
1924 extra_public laws_76_2,project experts,1,public laws,75,1,"CHAPTER 75 AN ACT TO PLACE ON THE PENSION ROLL OF NORTH CAROLINA THE NAMES OF JOHN HUGHES AND VIRGIL DODSON, COLORED, OF CASWELL COUNTY. Whereas John Hughes, colored, of Caswell County, went to the Civil War with the Milton Blues, under the command of Major L. H. Hunt, of Milton, N. C., and served during the four years of the war as cook, body guard, and laborer, and is now about eighty- four years of age and totally unable to work, and has no property from which to derive any support; and Whereas Virgil Dodson, colored, of Caswell County, served as cook and body guard to General 8 D. Ramseur during the Civil War, and was with him on the field of battle at the time he was shot and mortally wounded, and conveyed him from the field and nursed him until his death; and Whereas the said Virgil Dodson is now about eighty-four years old, is unable to work, and has no means of support: Now, there- fore, The General Assembly of North Carolina do enact:","That John Hughes, colored, of Caswell County, and Virgil Dodson, colored, of Caswell County, in consideration of the services rendered by them to the Confederacy during the Civil War, are hereby placed on the pension rolls of North Carolina as fourth-class pensioners.",0
1925_public laws_275_2,project experts,1,public laws,274,1,CHAPTER 274 AN ACT TO PLACE CERTAIN SOLDIERS AND WIDOWS ON THE PENSION LIST. The General Assembly of North Carolina do enact:,"That Mrs. Laura F. Stylon, Mrs. Maria Gooding Whitehurst, Mrs. Ellen E. Hill and Mrs. Mary C. Hargett, of Craven County; M. M. Wilson, of Transylvania County; Mrs. Mary Mathias and Mrs. Florence Cagle, of Jackson County; Mrs. Emily Paul and Mrs. Abbie Hamilton, of Carteret County; Calvin Reaves, of New Hanover County; Mrs. Elizabeth Rebecca Brown, of Pitt County; and Mrs. Julia Bland and Mrs. Ellen Hill, of Pitt County; Mrs. Ella Pease and Mrs. Margaret Watkins, of Granville County; Mrs. Cordia Crowder, of Cleveland County; A. A. Combs, of Tyrrell County; and Thomas Barnes, of Tyrrell County; Mrs. Eliza Chastain, of Swain County; Mrs. Martha Thomas, of Lee County; Mrs. Cora H. Fitzgerald, of Johnson County; Mrs. Alcesta B. Whitehead, of Perquimans County; Mrs. Martha E. Hyde, of Graham County; Mrs. James T. Davis, of Orange County; Mrs. Lou Carter Gordon, of Edgecombe County; Elmina Cline, of Swain County; Mrs. Claude E. Mills, of Rowan County; Mrs. Martha Hall, of Swain County; B. Frank Brown, of Henderson County; Mrs. Martha Jarvis, of Currituck County; Mrs. Julia Ellen Malpass, of Pender County; Mrs. Mahala Shelton, Ann Kirkpatrick, Sarah Boyd, Rowena Rodgers, Mrs. Joseph Mann, Alice Bennett, of Haywood County; Caleb Lauder, Sr., colored, of Lincoln County; Mrs. Clennie White, of Pasquotank County; Mrs. Henrietta Bell, of New Hanover County; Mrs. Mollie E. Cox, of Currituck County; Samuel O. Jackson, of Franklin County; Rachel R. Cathey, of Buncombe County; -.Joshua Glover, of Chatham County; Mrs. Cornelia Atkins, of Stanly County; Martha E. Crow, of Yancey County; Mrs. A. M. Galloway, of Transylvania County; Blount Carr, colored, of Pitt County; Sarah Bryant Parker, Blanche Williams, Mary L. Simmons and Mary Hester Howard, of Edgecombe County; C. H. Hardin and Mrs. Sarah J. Caudel, of Randolph County; Isabella C. Britt, of Edgecombe County; P. H. Morris, of Randolph County; Abner Phelps and Lee Hensley, colored, of Caswell County; T. B. Reid, of Transylvania County; Mrs. Henry Burress, of Haywood County; A. J. Keith and Mrs. Margaret McLean, of Moore County; Susan Bevill, of Rockingham County; James E. Hatley, Israel B. Little, J. Wesley Whitley, Caleb F. Dry and D. S. Talbert, of Stanly County; George White, of Buncombe County; Mary H. Vick, widow of Vick, a Confederate veteran of Cumberland County; Caswell Johnson, of New Hanover County; Dr. R. Hicks, of Rutherford County; Andrew Walker, Charles Horton, Abram Norman and George Smith, of Washington County; Thomas B. Caudill and Mattie Horton, of Wilkes County; L. C. Lewis, High Point Township, Guilford County; J. C. Mangum, of Hoke County; Lucy Johnson Lawrence, of Edgecombe County, be and are hereby placed on the pension roll for their respective counties, in the fourth class: Provided, that the names of those placed upon the pension roll, either by virtue of this or any special act during the session of one thousand nine hundred and twenty-five, be referred to the State Board of Pensions, which shall have full power to investigate and to remove from said pension roll any one who in their judgment should be removed for any cause: Provided further, all pensions hereby allowed and provided for shall be payable only after investigation and report by the local county pension boards to the effect that each of said applicants is in fact an ex-Confederate veteran or the wife of such; and is entitled to a pension under the pension laws of the State.",0
1937_public laws_183_2,project experts,1,public laws,182,1,"CHAPTER 182 AN ACT TO PLACE NETTIE JUDD (COLORED), WIDOW OF STOKES JUDD OF LEE COUNTY, ON THE PENSION ROLL. The General Assembly of North Carolina do enact:","That Nettie Judd (colored), of Lee County, widow of Stokes Judd, a colored Confederate pensioner at the time of his death in one thousand nine hundred and thirty-three, to whom she was married over fifty years ago, being now seventy-two years of age, infirm and partly disabled and in needy circumstances, be, and she is hereby, placed on the pension roll to receive the pension now allowed widows of Confederate soldiers in Class B: Provided, that no benefits shall be paid to the said Nettie Judd until when as and if she shall have qualified therefor under the General State Pension Laws.",0
1937_public laws_228_3,project experts,1,public laws,227,2,CHAPTER 227 AN ACT TO REVISE THE CONFEDERATE PENSION ROLLS AS TO CLASS B WIDOWS AND COLORED SERVANTS ELIGIBLE FOR THE BENEFITS OF OLD AGE ASSIST- ANCE. The General Assembly of North Carolina do enact:,"On or before the first day of June, one thousand nine hundred thirty-seven, the County Pension Board in every county in this State shall carefully examine the pension roll in each county and shall remove from the pension lists in said county all Class B widows of Confederate veterans and colored seryants of Confederate soldiers who are eligible for old age assistance under the aforesaid acts of the General Assembly. Ten days notice shall be given to each pensioner of a hearing which shall be had on each case before the order is made removing such person from the pension roll. At the time of said hearing the County Pension Board shall carefully consider the situation of such pensioner, and if it clearly appears from such examination that such pensioner is eligible for old age assistance, and such fact is found by them, such person shall be removed from the pension roll. If it should thereafter be determined that such person was not found to be eligible for old age assistance by the authority administering said law, the name of such person shall be restored to the said pension list by the County Board of Pensions, and the full pension to which said person was entitled, if the name had not been withdrawn from said list, shall be paid.",0
1947_session laws_1097_2,project experts,1,session laws,1096,1,"CHAPTER 1096 AN ACT AUTHORIZING THE BOARD OF COMMISSION- ERS OF HAYWOOD COUNTY AND THE TRUSTEES OF THE CANTON GRADED SCHOOL DISTRICT TO ERECT A COLORED SCHOOL BUILDING IN SAID DIS- TRICT, AND A LUNCH ROOM FOR THE MORNING STAR SCHOOL IN SAID DISTRICT, AND TO AMEND GENERAL STATUTES, SECTION 143-129 IN SO FAR AS IT CONFLICTS WITH THE PROVISIONS OF THIS ACH: WHEREAS, the constitutional laws of the State of North Carolina require the maintenance of a nine-months school in all counties and districts of the State; and WHEREAS, it is the duty of the Board of Commissioners of the County of Haywood to pay for the construction of school building; and WHEREAS, the Canton Graded School District is a special chartered school district and the trustees of the Canton Grad- ed School District have the duty imposed upon them by law to operate the schools within said district and to supervise the con- struction of buildings in said district; and WHEREAS, the colored school building in Canton Graded School District burned in December, 1945, and since said date the school has been operated and conducted in a colored church and that the officials of said church have notified the trustees of said district that the church building will not be available for school purposes after the end of the present school term; and WHEREAS, there is only one other colored school building in the County of Haywood, the same being located at Waynes- ville and it is the intention of the Board of Commissioners of Haywood County and the trustees of Canton Graded School District that a new building be constructed in the Canton Grad- ed School District and that all of the colored high school stu- dents in said county attend school in said Canton Graded School District, the Waynesville School Building being inadequate to care for said high school students; and WHEREAS, the school for white children known as the Morning Star School Building in said district is in need of a lunch room; and WHEREAS, the trustees of the Canton Graded School Dis- trict have advertised three times for bids for the construction of said school building and lunch room, as aforesaid, and they have failed to receive a legal bid for the construction thereof, but only received bids on the basis of cost plus ten per cent, or cost plus a fixed fee, and that by reason of the provisions of General Statutes 149-129 the Board of Commissioners and the trustees have been unable, and are unable, to construct said building and lunch room: Now, therefore, The General Assembly of North Carolina do enact:","That the Board of Commissioners of Haywood County and the trustees of the Canton Graded School District are hereby authorized and empowered, in their discretion, to proceed to construct a school building in the Canton Graded School District for colored students and to construct a lunch room for the Morning Star School in said district, and that said board and trustees may proceed to purchase the materials and hire the labor therefor without the letting of a contract, or the Board of Commissioners of Haywood County and the Trustees of Canton Graded School District may contract the construction of said school building and lunch room upon a cost basis with a commission not to exceed ten per cent, and in such case separate contracts may be let as to each project and as to the general contract and as to heating and plumbing and wiring.",0
