chapter,section,text
CHAPTER 155.,Suc. 2.,"Suc. 2. That this act shall be in force from and after its ratifi-  eation.   Ratified the 24th day of January, A. D. 1899.   "
CHAPTER 156.,Chapter_Title,"CHAPTER 156.    An act to amend chapter one hnndred and fifty-four, public laws  eighteen hundred and ninety-seven.    The General Assembly of North Carolina do enact:   "
CHAPTER 156.,SECTION 1.,"SECTION 1. That the words. written consent in line three,  section one, chapter one hundred and fifty-four, public laws  eighteen hundred and ninety-seven, be stricken out and the word  permission be inserted instead, and in section two, lines two  and three of the same chapter the words less than five nor be  stricken out.  "
CHAPTER 156.,SkEc. 2.,"SkEc. 2. That this act shall be in force from and after its ratifi-  eation.   Ratified the 24th day of January, A. D. 1899.    "
CHAPTER 157.,Chapter_Title,CHAPTER 157.  - ae    . . ai    ¥ An act to protect game in the county of Sanne    }  The Gener at ely of North Carolinado eee          the first day of December in each year. .  
CHAPTER 157.,Sxc. 2.,Sxc. 2. That it shall be unlawful to net or trap quail or pa  tridges in Randolph county.  
CHAPTER 157.,Src. 3.,"Src. 3. That any person violating the provisions of this act i  shall be guilty of a misdemeanor and upon conviction shall be  fined not exceeding fifty dollars or imprisoned not exceeding,  thirty days.   Ratified the 24th day of January, A. D. 1899.   "
CHAPTER 158.,Chapter_Title,"CHAPTER 158.    An act to repeal chapter three bundred and sixty-seven (367), publie  laws of eighteen hundred and ninety-seven.    The General Assembly of North Caralina do enact:   "
CHAPTER 158.,SEcrion 1.,"SEcrion 1. That chapter three hundred and sixty-seven, public  laws eighteen hundred and ninety-seven, be and the"
CHAPTER 158.,same 18,same 18  hereby repealed. é 4  
CHAPTER 158.,Sec. 2.,"Sec. 2. That this act shall be in force from and after its ratifi-  cation. :   Ratified the 24th day of January, A. D. 1899.   "
CHAPTER 159.,Chapter_Title,"CHAPTER 159.    An act fe authorize the county of Bertie to borrow money, issue bonds,  and levy a special tax.    The General Assembly of North Corolina do enact :   "
CHAPTER 159.,SEcTION 1.,"SEcTION 1. That for the purpose of paying outstanding county  orders and of commuting and providing for the payment of two  bonds of five hundred dollars each, now held by W. T. Heekstall,  the commissioners of Bertie county are hereby authorized and  empowered to borrow not exceeding five thousand dollars at a  rate of interest not. exceeding six per centum per annum, to be  paid January and July of each year. .    "
CHAPTER 159.,Suc. 2.,Suc. 2. That said bonds shall be signed by the chairman of the  board of commissioners of Bertie county and countersigned by  the clerk of said board and shall express upon their face the pur-  pose for which they were issued; and there shall be attached  thereto interest coupons calling for the payment of the interest  thereon semi-annually from the date of said bonds.  
CHAPTER 159.,Src. 3.,"Src. 3. That said bonds shall be issued in denominations of  one hundred dollars each, and that ten of said bonds shall be-  -come due and payable four years after the date thereof; and ten  more of said bonds shal! become due and payable each succeed-  ing year after the maturity of the first ten bonds until all shall  be paid, which time of payment shall be expressed on the face of  said bonds, together with the place where same shall be payable.  "
CHAPTER 159.,Suc. 4.,"Suc. 4. That the commissioners of the said county are hereby  required at the time of Jevying other county taxes to levy annu-  ally au additional special tax sufficient in amount to pay the in-  terest on said bonds and so much of the principal of said debt as  may fall due during the next succeeding year after such levy,  together with the costs and charges incident to said tax upon all  subjects of county taxation in said county as aforesaid until the  final payment of said bonds shall be provided Tor. maintaining  the constitutional equation and rates of taxation between the  tax upon property and the poll.  "
CHAPTER 159.,Sec. 5.,"Sec. 5. That said taxes shall be collected by the sheriff of said   county whose bond shall be liable therefor as for other county  taxes,.and he shall pay over the same to the county treasurer in  like manner as other county taxes are paid, and to pay over and  account for same according to law.  -"
CHAPTER 159.,SxEc. 6.,"SxEc. 6. That for the purpose of procuring the said loan the  said commissioners are authorized to advertise for bids for the  whole or any part thereof, and may accept or reject any,or alljof  _ such bids or dispose of said bonds in any other manner which in  their discretion they may deem best for the interestiof said  county: Provided, however, that no bond shall be sold for less  than par and accrued interest.  "
CHAPTER 159.,Sec. 8.,"Sec. 8. That the clerk of said commissioners shall keep a book  in which he shall keep an account of the number and denomina-  tion of said bonds issued as aforesaid and to whom the same are  payable. Said clerk shali also keep an accurate account of the  bonds and coupons attached to said bonds which shall be paid,  taken in or otherwise cancelled, so that by inspection of said  books the true status of the bonded debt of said county herein  provided for :nay be readily ascertained. .The said book shall at  all times be open to the inspection of any taxpayer ot said county.  "
CHAPTER 159.,Sec. 9.,"Sec. 9. That as soon as the said bonds are issued, -igned and  ecountersigned as herein provided, the said co:imissioners shall     place the same in the hands of the treasurer of said county, or in  the hands of the sheriff if there is no treasurer. who shall coun-  tersign the same and deliver them to such purchasers upon their  compliance with such terms as may be designated by said board  of commissioners by special order entered of record in their pro-  ceedings, and the said treasurer or sheriff if there be no treasurer  shall make out and return to the said commissioners an accurate  account of the number and denomination of said bonds and to  whom and when delivered, and the said treasurer or sheriff, if  there be no treasurer, shali receive all proceeds of the sale and  disposal of said bonds, hold said proceeds subject to the order  and direction of said board and be responsible for the safe cus-  tody and keeping of said proceeds as by law it is now provided  he shall be, and is responsible for the custody and keeping of the  moneys of said county as treasurer of said county or as sheriff  acting as treasurer.  "
CHAPTER 159.,Sec. 10.,Sec. 10. That it shall be unlawful and a misdemeanor to use  the funds arising from the sale of said bonds tor any purpose  other than those expressed in this act.  
CHAPTER 159.,SEC. 11.,"SEC. 11. That this act shall be in force from and after its ratifi-  eation.   Ratified the 24th day of January, A. D. 1899.       "
CHAPTER 161.,Chapter_Title,CHAPTER 161.    An act to amend section one thousand nine hundred and six of The Code    The General Assembly of North Carolina o enact:   
CHAPTER 161.,SECTION 1.,"SECTION 1. That section nineteen hundred and six of The Code  be and the same hereby is amended by adding at the end thereo  the following: Provided further, that no clerk of a court shal  appoint himself or his deputy to make sale of real estate or other  property in any proceeding before him.  "
CHAPTER 161.,Src. 2.,Src. 2. That all laws and clauses of laws in conflict with thi:  amendment be and the same are hereby repealed.  
CHAPTER 161.,Sec. 3.,"Sec. 3. That this act shall be in force from its ratification.   Ratified the 26th day of January, A. 1D. 1899.   "
CHAPTER 162.,Chapter_Title,CHAPTER 162.    An act to improve the roads in Anson county.    The General Assembly of North Carolina do enact :   
CHAPTER 162.,SECTION 1,"SECTION 1 That the board of commissioners of Anson county  be and they are hereby authorized, empowered and directed to  submit toa vote of the qualified voters and electors of Wadesboro  township in said county on the first Tuesday in May, eighteen  hundred and ninety nine, the question, Shall Wadesboro town.  ship in the county of Anson. state of North Carolina issue twenty-  five thousand dollars of its bonds with interest coupons attached  to repair, make and improve the public roads in said township ?  Said board of commissioners shall for at least thirty days preced-  ing said election give public notice of said election and the pur-  pese thereof by publication in one or more newspapers published  in said township.  "
CHAPTER 162.,Sec. 2.,"Sec. 2. That said election shall be held and be conducted in  the same manner as may be prescribed by law for holding elec-  tions for members of the general assembly: Provided, however,  that said board of commissioners shall appoint the registrar or  registrars of election and the judges and inspectors of election  and any other election officers necessary to said election, and reg-  istration of votes and challenge of voters shall be conducted in  like manner as is provided for in elections of members of the gen-  eral assembly, and said commissioners may or ma y not order new  registration for said election. The vote shall be counied at the  close of the pollsand returned to the said board of commissioners  on Thursday next following the election, and said commissioners     shall tabulate and declare the result of the election, all of which  shall be recorded in the minutes of the board of commissioners,  and no other recording and declaration of the result of said elec-  tion shall be necessary.  "
CHAPTER 162.,Sec. 3.,Sec. 3. That at said election the ballots tendered and cast by  the qualified electors shall have written or printed upon them  For good roads or Against good roads. All qualified elee-  tors who favor the issue of said bonds shall vote For good roads.  All qualified voters who are opposed to the issue of said bonds  shall vote Against good roads.   
CHAPTER 162.,Sec. 4.,"Sec. 4. In the event that the requisite majority of the qualified  electors of said township shall vote For good roads at said elec-  tion and the result shall be declared and recorded as aforesaid,  the board of commissioners shall have prepared and issued bonds  in denominations not exceeding one thousand dollars, and not  less than one hundred: dollars, the total amount not to exceed  that provided for in the first section of this act, and said bonds  shall bear the rate of six per centum per annum, with interest  coupons attached payable semi-annually on.the first days of Jan-  uary and July during the time of their running, and .the princi-  pal thereof shall be payable or redeemable at such time or times  not exceeding twenty-five years from the date of their issue, as  the said board of commissioners af Anson county may determine.  Said bonds and coupons shali be payable at the banking house  of the First National Bank of Wadesboro in the town of Wades-  boro, county aforesaid. Said bonds and coupons shall be signed  by the chairman of said board of commissioners and counter-  signed by the clerk of said board of comunissioners, and said  bonds shall have upon them the seal of the said county. Said  bonds shall be styled Wadesboro township road bonds and  issued as such and liability for the payment thereof with their  interest represented by coupons as aforesaid, and any other in-  terest on the bonds or coupons shall be attached to and imposed  upon the political division of said county known as Wadesboro  township as constituted at the time of the aforesaid election here-  inbefore provided for. If any holder of said bonds or coupons  shall bring any suit on account of the same. said suit, action or  proceeding shall be against the board of commissioners of Anson  couniy; and if any hoider of such shall recover judgment against  said board of commissioners said political division known as  Wadesboro township or that part of said county now embraced  in said township shall be liable for any recovery or judgment so  obtained. and levies of taxes for the payment of said bonds and  coupons and interest accruing upon either, and costs and judg  ments concerning or about the same shall be made by proper tax  levies upon property and subjects of taxation within the territo-     rial limits of said township as constituted at the time of aforesaid  election. And said board of commissioners may bring and main-  tain any such action, suit or proceeding touching said bonds or  in respect thereto as they might do if said bonds were issued by  them for the whole county of Anson.  "
CHAPTER 162.,Sec. 5.,"Sec. 5. That none of the bonds authorized by this act shall be  disposed of by sale, exchange, hypothecation or otherwise for a  less price than their face value, nor shall said bonds or their pro   ceeds be used for any other purpose or purposes than those de-  clared by this act. When said bonds are issued they shall be  numbered consecutively and the coupons attached and issued  with them shall bear the number of the bond to which they are  attached ; the bonds and coupons shall state on their face when  they are due and when payable, and said bonds shall show by  what authority they are issued and what territorial and political  division of said county they are issued on account of. The said  board of commissioners shall have all of their proceedings in re-  spect to said bonds entered in the minutes of their meetings and  when any of the same are issued the number of the bond, its de-  nomination, date of issue, to whom issued and the number of  coupons attached must be recorded in said minutes.  "
CHAPTER 162.,Src. 6.,"Src. 6. When any of said bonds are sold the proceeds of sale  shall be turned over to the county treasurer of Anson county,  who shall keep said funds and all other funds provided for in this  act which may come into his hands separate from all other funds,  and he shall keep separate account of the same, and said county  treasurer before any fund provided for in this act, shall be paid  over to him shail execute an official bond payable in the usual  manner in a sum at least fifty per cent greater than the sum  which may come into his hands by reason of this act conditioned  for his faithful safe keeping of the same and rendering true ac-  count in respect thereto, and inall things holding and disbursing  and accounting for the same as required by law, which bond  shail be received by the said county commissioners as they pass  upon, accept and receive other like bonds. And all orders directed  to said county treasurer for payments of money under this act  shall state in their facethat they are road orders and to what  account they are chargeable:  "
CHAPTER 162.,Src. 7.,"Src. 7. That in case the result of said election shall be in favor  of issuing bonds as aforesaid the said board of commissioners of  Anson county shall levy annually on the first Monday in June of  each year a special road tax for said Wadesboro township in said  county of twenty-five cents on the one hundred dollars worth of  property and seventy-five cents on each poll, the subjects of tax.  ation and levy of taxes to be the same on which the said board  of county commissioners now or may hereafter be authorized to     lay and levy taxes upon for general county purposes and the levy  herein provided for to be limited to said township. The taxes so  levied shall be collected as other taxes and paid to the county  treasurer aforesaid as other taxes are paid and the same shall be  a separate fund and applied first to the payment of the interest  on said bonds and then to the creation of a sinking fund for the  redemption of said bonds. And the board of county commis-  sioners may invest said sinking fund and with the same purchase  any of said bonds, and when they purchase the same they shall  be cancelled and record made of the same.  "
CHAPTER 162.,Szc. 8.,"Szc. 8. That said board of county commissioners shall use the  funds derived from the sale of said bonds for the purpose of con-  structing and improving the county roads in said township, and  for such purpose they may establish and maintain a chain-gang  and Work persons convicted of crime and sentenced by a court or  courts to terms of penalservitude on said public roads; may pur-  chase tools, machinery, appliances, material, stock and all other  things whatsoever deemed by them necessary for the purpose of  working convicts or hired free labor on the publie roads in said  township.  "
CHAPTER 162.,SxEc. 9.,"SxEc. 9. That the road-beds in said township constructed, pre-  pared or worked under this act shall not be less than twenty nor  more than thirty feet wide, at least twelve feet of which shall be  macadamized as soon as expedient and the whole of which shall  be made as straight as practicable and graded.  "
CHAPTER 162.,Src. 10.,"Src. 10. That immediately on declaration of the result of said  election the same being favorable to the issue of bonds and the  road work herein provided for, the chairman of the board of com-  missioners of Anson county shall issue notice to each justice of  the peace in and for Wadesboro township to meet with the said  voard of commissioners in joint session on the first Monday in  June, eighteen hundred and ninety-nine, and there shall bea  joint session of said board of commissioners and said justices on  said day of which meeting the chairman of the said board of  commissioners sha]l be chairman and the clerk of said board of  commissioners shall be secretary and said joint session shall elect  by ballot a road commissioner for Wadesboro township who shall  be a resident of said township. The person who shall in said joint  meeting receive a majority of the votes of those present and vot-  ing shall be declared to be elected; each member of said joint  session present shall be entitled to one vote. Said result shall be  declared and the result shall be recorded in the proceedings of  said board of commissioners. Said person so elected shall take  and subscribe an oath for the faithful performance of his duties  as road commissioner, and shall execute an official bond with  sufficient surety in the sum of fifteen hundred dollars for the     faithful execution of his duties and accounting for all money and  property which may come into his hands as. such officer. Said  bond shaii be approved by said county commissioners and re-  corded as are other official bonds. Said road commissioner shall  hold his office for two years, from the first Monday in July, eigh-  teen hundred and ninety-nine, and until his suecessor is elected  and qualifies, except that said board of county commissioners  and justices of the peace for said township in joint session, being  ealled together by the chairman of said board of commissioners,  may for good cause remove said road commissioner from his said  office and elect a successor for his unexpired term. There shall  be held biennally on the first Monday in June a joint session of  said county commissioners and justices of the peace to elect a  road commissioner for said township, who shall take oath and  give bond as aforesaid. A majority of the whole number of said  county commissoners and justices of the peace shall constitute a  quorum to transact the buiness provided for said joint session in  this section of this act. Said road commissioner shall enter upon  his duties and work when directed by said board of county com-  missioners to begin his work, and he shall not receive any pay  except for the time in which he is actually engaged in the per-  formance of his duties as such officer. Said road commissioner  shall direct the laying out of the roadways, say when and where  to work: Provided, the full board of county commissioners shall  designate which roads leading into Wadesboro shall first be worked  and the distance from the corporate limits of the town of Wades-  boro at which said work shall be continued before beginning  work on other roads leading into said town; that is, the most im-  portant roads in the judgment of the county commissioners shall  first be worked and for such distances from the corporate limits  of said town outwards as they may deem best. Said road com-  missioners shall require the superintendent to do his duty and in  every way have control over and direct the working of the con-  victs in Anson county, and such other laborers as may be deemed  by the board of commissioners proper to employ or be employed  on said roads, to be paid for out of funds herein provided for. It  shall be his duty to employ a superintendent of the chain-gang  or convict force and such other force as it may be deemed by the  board of commissioners expedient to employ and the necessary  guards and. servants for working and caring for the convicts  worked under and by authority of law; he shall prescribe their  duties and may discharge them at any time for cause, all of  which duties of said road commissioner shall be subject to the  control and approval of the full board of county commissioners,  and in the event of the failure of the road commissioner to dis-  charge his functions and duties, the superintendent shall proceed     under his own discretion until the said board of commissioners  shall otherwise direct. No money raised and collected as herein-  before provided shall be paid out except on the order of the board  of county commissioners, who shall fix .the compensation of all  officers and employees herein provided for in said township; and  said commissioners shall require the county treasurer to account  with them twice annually for the said road funds and may re-  quire as often as they deem expedient reports from officers and  employees concerning their progress in their duties and to what  extent and in what manner they have performed the same.   _"
CHAPTER 162.,SEc. 11.,"SEc. 11. That for the purpose of laying out, opening up, con-  structing or working any public roads herein provided for, the  road commissioner or any one acting under his authority shall  have the right to enter upon the land of any person whose land  the road may pass over and may proceed to open the road amd  use stone, earth, timber or any necessary material contiguous to  said road, doing as little injury as possible to the premises for  opening, constructing and working such roads, and he shall have  authority, subject to the approval of the board of commissioners  to agree with the owner thereof for damages thereto, and the  sums so agreed upon and approved by the board of comimission-  ers shall be directed to be paid as in ease of other payments. In  case there shou d be failure to agree as to such damages and to  have the same approved, then the road commissioner and the  Claimant shall each select an arbitrator in writing, which arbitra-  tors shall select a third arbitrator and said arbitrators or a ma-  jority of them shall assess such damages which shall be paid as  hereinbefore provided. Said arbitrators shall make their award  in writing and from this award either party may appeal to the  superior court for Anson county; the party appealing within ten  days notice of the award shall give notice to the opposing party  of his appeal, and the last chosen arbitrator above provided for  shall certify the papers in the matter to said court, when the ease  shall be docketed and the questions and issues involved shall be  submitted to a jury as other issues of fact are submitted.  "
CHAPTER 162.,SkEc. 12.,"SkEc. 12. That the preceding section of this act shall not repeal  the law now in fcree applicable to the general working of public  roads in said township, except that the overseer working and  keeping in repair the roads constructed or improved under the  provisions of this act shall at all times be under the direction of  said road commissioner; and any overseer refusing to act in re-  spect to said roads as said road commissioner may direct shall be  guilty of a misdemeanor: Provided, however, that all persons.  who are required to work under the road law now in force shall  not be required to work in direct contact with persons who have  been convicted of crime and sentenced to the roads.    "
CHAPTER 162.,Suc. 13.,"Suc. 13. That the said board of commissioners shall have au-  thority to employ a physician to attend the convicts on the pub-  lic roads provide. for their care, safe keeping ana discipline and  shal! have power and authority to do and perform all things nec-  essary to carry into effect the objects and provisions of this act.  "
CHAPTER 162.,Ssc. 14.,"Ssc. 14. That all justices of the peace and mayors of towns in  said county who may convict persons of crime within said county  in cases and for offenses of which said justices and mayors have  jurisdiction to inflict punishment may when they impose pun-  ishment by sentence of imprisonment on any such offender  against the law, sentence said convicted person to work on said  public roads in Wadesboro township for such term of imprison-  ment as they may adjudge. And such convicted persons shall  work on said roads as hereinbefore provided until he be dis-  charged according to law. And any judge holding court in the  county of Anson may sentence all persons convicted of any viola-  tion of law and whose punishment is not by fine alone for which  such persons ay be sentenced to road work under the laws of  the state, to work on the public roads in said Wadesboro town-  ship; and any superior court judge or judges of a criminal court  holding court in any other county in the state in which county  there is not provisions of law for working convicts on the public  roads may sentence convicted persons who are subject thereto to  work on said public roads in Wadesboro township in Anson  county: Provided, however, that the board of commissioners of  Anson county shall first wake application to said courts and  judges of said courts to sentence such convicted persons to work  on said roads.   Sk&c. 1 (a). It is hereby further enacted that in case a majority  of the qualified voters of any township in Anson county other  than Wadesboro township. such qualified voters and electors be-  ing determined by the registration books for said township as  used and made up at the last election held preceding the action  herein provided for, shall by petition to the board of commission  ers for Anson county request said board of commissioners to levy  a road tax for any such township, then upon that event said board  of commissioners shall annually, levy a special-road tax for any  such township at the same time of the levy made by them for  general-county purposes, which tax shall not exceed fifteen cents  on the hundred dollars worth of property subject to general tax-  ation in said townhip and forty-five cents on such polls as are  subject to taxation in such township. Inany of such levies of taxes  the constitutional equation between poll and property shali be  observed. Said taxes shall be collected.as other taxes are collected  and accounted for in the saine manner and shall be kept sepa  rate and apart from all.other taxes and shall be paid to the     county treasurer of Anson county, who shall keep separate ac-  count of the same, and he shall give such bond in such sum as  may be required by said county commissicners for bis faithful  keeping and disbursing the same, and such fund shall be used  for the purpose of making and repairing public roads in the  township for which such levy may be made.  "
CHAPTER 162.,SEC. 2,"SEC. 2 (a). That the board of road supervisors in any such  township other than Wadesboro township said road supervisors  are and shall be the justices of the peace of said township, shall  be a body corporate and shall be styled the supervisors of pub-  lic roads of ____.- township, and shall have power to sue and be  sued and shall have authority and control over the public roads  in any such township and of the fund collected from such tax  levy for said township as herein provided for. Said supervisors  of any such township shall meet on the second Monday in August  next after any such levy of taxes for any such township and shall  from their number elect a chairman and secretary who together  with one other person, to be selected by them of their number,  shall be the road committee of such township and said commit-  tee shall have power and authority to do and perform the acts  herein provided to be done by the supervisors of public roads for  any such township, subject to the approval of a majority of said  supervisors where such approval is declared by this act to be nec-  essary. Said supervisors may purchase tools and stock or hire  the same and do and cause to be done such acts as may be nee:  essary to effectively work and improve the public road in any  such township, and may buy such material and appliances as.  may be necessary, employ and discharge labor, appoint and em-  ploy an overseer or overseers to superintend laborers and their  work on said public road; may draw orders on the funds subject  to use in any such township for work in improving such public  roads, which ,orders shall be signed by said chairman and secre-  tary, which orders shall be paid by the county treasurer out of  such funds asmay be in his hands applicable to the same, and  said supervisors and road committee shall not incur in any year  any obligations of debt beyond the sum which the current tax  levy will be adequate to pay. .  "
CHAPTER 162.,SEc. 3,"SEc. 3 (a). Said supervisors shall not pay any overseer more  than one dollar and a quarter per day for the time he is actually  engaged in road work. Said supervisors shall keep record of all  their proceedings and strict account of all moneys expended by  them and for what purpose expended, and such records shall be  at all times subject to inspection by any citizen of any such  township, and sich road committee shall have annual setile-  ments with said county treasurer in respect to said road fund for  their respective townships. Said road committee shall be paid     one dollar per day for the time they are actually engaged in road  work, not to exceed twelve days in any one year.  "
CHAPTER 162.,Sxc. 4,"Sxc. 4 (a). That the full board of road supervisors for any such  township shall meet on the second Monday in August, October,  January and June in each year; and said road committee shall  report fully all of their proceedings, work and disbursements to  the full board of supervisors, and said road committee shall meet  as they may determine ano the chairman may call a meeting at  any time.   "
CHAPTER 162.,SEc. 5,"SEc. 5 (a). That the overseers provided for by this act shall  have the care and charge of all tools and appliances under the  direction of said road committee, shall make inventory of the  same and furnish it to said road committee, who shall look after  the safety of all such tools, machinery and appliances in the  hands of such overseer, and any such overseer shall be liable for  the loss of the same resulting from his carelessness or neglect.  "
CHAPTER 162.,SEC. 6,"SEC. 6 (a). Said supervisors in full meeting may divide the  roads in their township into convenient districts and sections,  assign hands and appoint overseers in the same manner as now  provided by law and ail persons in such townships of road age  shall work on the public roads six days in the year at such times  as they may be warned by the overseer of the section to which  they are assigned to work under the penalties now provided by  law. '  "
CHAPTER 162.,SEc. 7,"SEc. 7 (a). That all overseers in any such township shall con-  form in his work to the direction of aforesaid road committee,  and any overseer or road hand refusing to obey the directions of  said road committee shall be guilty of a misdemeanor and. fined  not Jess than one dollar nor more than ten dollars or be impris-  oned not more than twenty days.  "
CHAPTER 162.,Suc. 8,"Suc. 8 (a). Said road committee or overseer shall have the right  for the purpose of repairing or constructing any road to take  stone, gravel, earth and timbers from contiguous lands, and if  the owner claim damages the same shall be agreed upon by said  elaimant and said road committee, and such damages as are agreed  upon shall be paid out of the road fund for said township. Over-  seers of such roads and road hands shall not be paid for any ser-  vices done on any such roads for the six days road work now pro-  vided for under the general road law of the state.  "
CHAPTER 162.,Src. 9.,"Src. 9. That any person who shall be owing any such road tax  as that herein provided for from sections one (a) and following  may on application to said road committee be allowed to work  out said road tax on terms prescribed by the road committee and  receive an order from said committee to that effect directed to  the sheriff, who shall receive the same and give eredit therefor    19     on said road tax, and the county treasurer in settlement with the  sheriff shall receive and allow for the same.  "
CHAPTER 162.,SkEc. 10,"SkEc. 10 (a). The board of commissioners of Anson county shall  audit and ascertain the accounts of the sheriff for all taxes levied  and collected under this act and make settlement for the same  between said sheriff and the county treasurer, and gaid board of  commissioners may institute and prosecute any necessary action  for the recovery of any such road taxes against any officer foal  to account for the same.  "
CHAPTER 162.,SEc. 11,SEc. 11 (a). That this act from section one (a) and following  which apply to townships in Anson county other than the Wades-  boro township shall not apply to the roads of such townships ex-  cept in cases where taxes are levied in such in the manner herein  provided.  
CHAPTER 162.,SxEc. 12,SxEc. 12 (a). That any supervisor or overseer making or causing  to be made any fraudulent order whereby money is to be paid  out of said road fund. herein provided for shall be guilty of a mis-  demeanor. And any overseer or supervisor failing and refusing  to perform the duties imposed by this act shall be guilty [of]a  misdemeanor and fined not exceeding twenty dollars. Any road  hand failing to obey overseer or road committee or failing to  work when summoned shall be guilty of a misdemeanor and  fined not less than one doliar nor more than ten dollars or may  be imprisoned not more than twenty days.  
CHAPTER 162.,SEC. 13,SEC. 13 (a). That all expenses incurred by the county commis-  sioners on account of meetings held by reason of duties imposed  by this act shall be paid on their order out of the fund of the  township on account of which any such meeting may be held and  expenses incurred in meeting or otherwise.  
CHAPTER 162.,Sxc. 14,"Sxc. 14 (a). This act shall be in force from and after its ratifi-  cation. e   Ratified the 26th day of January, A. D. 1899.   "
CHAPTER 163.,Chapter_Title,"CHAPTER 163.    An act to repeal chapter two hundred and sixty-one, public laws of  eighteen hundred and ninety-seven.    The General Assembly of North Carolina do enact :   "
CHAPTER 163.,SECTION 1.,"SECTION 1. That chapter two hundred and sixty-one of the  public laws of North Carolina, eighteen hundred and ninety-  seven, be and the same is hereby repealed.  "
CHAPTER 163.,SEc. 2.,"SEc. 2. This act shall be in force from and after the date of its  ratification.   Ratified the 24th day of January, A. D. 1899.    "
CHAPTER 164.,Chapter_Title,CHAPTER 164.  An act to establish the North Carolina Corporation Commission.    The General Assembly of North Carolina do enact :   
CHAPTER 164.,SEcTION 1.,"SEcTION 1. That there shall be elected by this general assem-  bly three commissioners, who shall have general supervision of  railroads, steamboat navigation and canal companies, express  and telegraph and telephone companies, building and loan asso-  ciations, banks and sleeping car companies. That the said com-  missioners elected by this general assembly and their successors  in office shall be and they are hereby created and constituted a  court of record, and shall be known as the North Carolina Corpo-  ration Commission, and as such shall have all the powers and  jurisdiction of a court of general jurisdiction as to all subjects  embraced in this act and shall have a common seal. The term  of office of said commissioners shall begin immediately after their  election by this general assembly and their qualification and  snall continue until the first day of January, nineteen hundred  and one and until their successors are elected and qualified. At  the general election for state officers in nineteen hundred there  shall be elected three commissioners by the qualified electors of  this state at the time and places of voting for members of the  legislature, one of whom shall be elected for the term of two  years and one for the term of four years and one for the term of  six years. After the first election such commissioners shall be  elected by the qualified electors of this state at the time and  places of voting for members of the legislature for a term of six  years and shall be members of and constitute the North Carolina  Corporation Commission. In case of vacancy the board of inter-  nal improvements shall appoint to such vacancy and their ap-  pointee shall hold until the qualification of his successor, who  shall be elected by the qualified electors of this state at the next  regular election after the vacancy has taken place and the per.  son then chosen shall hold the office for the unexpired term. The  said commissioners in addition to the oath to support the consti-  tution and laws of the United States and the constitution and  laws of the stateof North Carolina shali take, to be administered  by one of the judges of the supreme court, the following oath of  office, which oath shall be signed by said commissioner and attested  by said judge and recorded in the office of the clerk: I do sol-  emnly swear (or affirm) that I am not the owner of steain-  boat or of any stock or bond of any railroad, navigation or canal  company, express, telegraph or telephone company or of any  building and loan association, or the agent or attorney or em-     ployee of any such company or association; that I have no inter  est in any way in any such company or association, and that T  will well and faithfully execute the duties of my office as a mem-  ber of the North Carolina Corporation Commission to the best of  my knowledge and ability, without fear, favor or malice or re-  -ward or the hope of reward.) So help me, God. Said commis-  sioners shal! not jointiy or severally or in any way be the holder  of any stock or bond or be the agent or attorney or employee of  any such company or have any interest in any way in such com-  pany and shal! so continue during the term of his office, and in  case any commissioner shall as distributee or legatee or in any  other way have or become entitled to any stock or bonds or in-  terest therein of any such company he shall at once dispose of the)  same. They shall have such general control and supervision of  all railroad, steamboat, canal, express and sleeping car companies  or corporations and of al! other companies or corporations eni-  gaged in the carrying of freight or passengers; of all telegraph  and telephone companies, of all public and private banks and all  oan and trust companies or corporations, and of all building and  loan associations or comnpanies necessary to carry into effect the  provisions of the act. They shall investigate the books and pa-  pers of all such companies, individuals. firms or corporations and  they shal! visit in person from time to time the place of business  of such companies, individuals, firms or corporations to ascertain  if ail orders, rules and regulations of the North Carclina Corpora-  tion Commission have been complied with, and shall have full  power and authority to examine all officers, agents and employees  of such companies, individuals, firms or corporations, and all  other persons under oath or. otherwise, and to compel the pro-  duction of papers and the attendance of. witnesses to obtain the  information necessary for carrying into effect and otherwise en-  forcing the provisious of this act.  "
