chapter,chapter_index,section,section_index,text,first_jpg_url,pdf_url
CHAPTER 15.0,16,SEc. 21.,21,"SEc. 21 The auditor of the state shall prepare forms to be used in assessing and listing property for taxation by the assessors and list-takers. He shall transmit said forms to the clerk of the board of commissioners of each county by the fifteenth day of May, and the clerk shall deliver to each board of list-takers and assessors the necessary number of the forms for their respective use. The assessors forms shall be furnished every fourth year and the list-takers forms annually.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0141.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0141
CHAPTER 15.0,16,SEC. 22.,22,"SEC. 22 The list-takers shall on or before the first Monday in July in each year, return the tax list to the clerk of the board of commissioners. He shall also return a list of the property in the township not given in for taxation, with a description and valu- ation thereof made by himself, and the names of the occupant and supposed owner, and a list of the taxable polls of the town- ship not given in for taxation. The returns so made shall be open to the inspection of all persons interested, and the clerk shall give to any person desiring it a copy of so much thereof as re- lates to his property on paying a fee of ten cents.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0142.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0142
CHAPTER 15.0,16,Sec. 23.,23,"Sec. 23 The list-taker upon making return to the board of com- missioners of the list and statements, shall take and subscribe an oath to the effect following, which may be administered by the chairman of the board of commissioners or any other officer au- thorized to administer oaths: T, _.______, list-taker of -_..___- in county of ________ , do sol- emnly swear (or affirm) the value of all real and personal prcp- erty, moneys, credits, investments in bonds, stocks, joint stock companies or otherwise, of which a statement has been made to me by the persons required by law to list the same, is truly re- turned as set forth in such statement; that in every case where by law I have been required by law to ascertain the items and value of the real and personal property, moneys, credits, invest- ments in bonds, stocks, joint stock companies or otherwise of any person, company or corporation, I have diligently and by the best means in my power endeavored to ascertain the real value thereof, and that I verily believe a full list with the value thereof estimated by the rules prescribed by law is set forth in the an- nexed returns; that in no case have I knowingly omitted to re- ceive of any person, of whom by law I was required to receive, a statement of the description and value of real and personal prop- erty or of the amount of moneys,.credits, investments in bonds, stocks, joint stock companies or otherwise which he was required to list, or in any way connived at any violation or evasion of any of the requirements prescribed by law in relation to the listing or valuation of property, moneys, credits, investments in bonds, stocks, joint stock companies or otherwise of any kind for taxa- tion, and that I have returned to the board of commissioners the original returns made to me, of which I have made, or which by law I am required to procure and return. Any list-taker making a FALSE return as aforesaid shall be deemed guilty of perjury.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0142.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0142
CHAPTER 15.0,16,Src. 24.,24,"Src. 24 The board of commissioners of each county, after no- tice in one newspaper or by posters put up, shall meet on the sec ond Monday in July and revise the tax list and valuation reported to them and cause the register of deeds to complete ithe list by computing the tax payable by each person and affixing the same opposite his name. They shall sit for one day at least and when necessary shall sit until the revision is complete and shall hear all persons objecting to the valuation of their property or to the amount of tax charged against them. They shall have power to summon and examine witnesses, and shall correct the lists of the list-takers as may be right and just and so that the valuation of similar property throughout the county shall be as near uni- form as possible. They shall have power after notifying the owner or agent to raise the valuation of such property as they shall deem unreasonably low. The said board of commissioners on tendering the prescribed oath may take the list of any person applying to list his or her taxables at any meeting of the commis- sioners held on or before the second Monday in July, upon his or her paying the clerk twenty five cents for recording the same. The board of commissioners shall ascertain the valuation of his or her property by the examination of witnesses, or otherwise, and insert it in the abstract and without satisfactory excuse they may add to the tax of the person so allowed to give in five per eentum on the regular amount of his or her tax for that year. *",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0143.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0143
CHAPTER 15.0,16,Sc. 25.,25,"Sc. 25 If any person shall complain before the board of com- missioners that his or her property either real or personal has been improperly valued, or that he or she is charged with an excessive tax, he orshe shall present his or her claim in writing,and they shall hear any evidence adduced by him or her, and shall summon and examine any witnesses necessary for a just decision of the question, including the assessors or list-takers who made the valuation. If the board of commissioners shall find that he or she has cause for complaint they shall direct the clerk to render a TRUE account thereof, and the account thus rendered, certified by the clerk, shall be transmitted to the auditor who shall credit the sheriff with the overcharge in his settlement for the year.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0143.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0143
CHAPTER 15.0,16,Sec. 26.,26,"Sec. 26 If the application for relief be made to the board of commissioners after the sheriff shall have settled the accounts with the state and county, the commissioners shall carefully ex- amine the case, and if in their opinion the applicant is entitled to relief shall direct the clerk to record on the record book the cause of the complaint, and the amount which, in the opinion of the commissioners, should be refunded to the applicant. The clerk shall make outa copy of such record, certify the same under the seal of the commissioners and deliver it to the applicant who shall pay the clerk a fee of twenty-five cents. Such copy shall be transmitted to the auditor of the state who on finding the proceedings in conformity with the requirements of the order shall issue a warrant on the treasurer of the state for the amount of state tax specified. The treasurer shall on presentation of such warrant pay to the holder of the same the amount to be refunded.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0143.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0143
CHAPTER 15.0,16,Src. 27.,27,"Src. 27 If a sheriff or tax collector shall,in consequence of an error in the abstract of taxes sent to the auditor, or otherwise, be charged with more than the TRUE amount with which he should be chargeable and pay the amount so charged in excess to the treasurer of the state, the auditor shall upon the certificate of the board of county commissioners, setting forth the nature of such error, give his warrant upon the treasurer of the state for the amount so paid in excess and the treasurer shall pay the same.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0144.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0144
CHAPTER 15.0,16,Sc. 28.,28,"Sc. 28 The chairman of the county board of commissioners shall examine the tax list from each township for the previous year and insert in said list the description and valuation of all property not given in, with the names of the persons supposed to be liable for a poll tax who failed to give themselves in, and shall charge all such persons with double the tax with which they would otherwise be chargeable unless satisfactory excuse therefor be rendered to the board of county commissioners on or before the first Monday in October; and all persons who are lia- ble for poll tax and shall willfully fail to give themselves in, and all persons who own property and willfully fail to list it within the time allowed, before the list-taker or the board of commis- sioners, shall be guilty of a misdemeanor and on conviction thereof shall be fined not more than fifty dollars or imprisoned not more than thirty-days. The list-taker shall report to the chairman of the board of county commissioners any change he may make to the tax list as to real estate as provided in this sec- tion and the chairman shall note such changes in a book to_ be kept for that purpose.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0144.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0144
CHAPTER 15.0,16,Sc. 29.,29,"Sc. 29 In all cases where the board of commissioners shall have omitted, or in any future year shall omit, to enter upon the duplicate of their county any land or town lots situated within their county subject to taxation, it shall be their duty when they enter the same on the duplicate of the next succeeding year to add to the taxes of the current year the simple taxes of each and every preceding year in which such lands or town lots shall so have escapedtaxation, with twenty-five centum in addition thereto, as far back as the said lands have escaped taxation. And the railroad commission shall have like powers to list unlisted | railroad property. When novassessment has been made for the years in which said property has so escaped taxation, the board of commissioners shall be authorized to value and assess the same for those years: Provided, this shall not apply beyond five years. In all cases where any personal property, chose in action, or any property, except land, liable to taxation shall have been omitted, or shall be omitted in any future year from the tax lists by the owner or person required by law to. list the same, the board of commissioners shall enter the same on the duplicate of the next succeeding year, and shall add to the taxes of the current year the simple taxes of each and preceding year, not exceeding five years, in which such personal property as aforesaid shall so have escaped taxation, as far back as the said personal property shall have escaped taxation, not exceeding five years, and the said board of commissioners shall value and assess the personal prop- erty aforesaid for those years, and are empowered to examine witnesses and to call for papers to determine the value, and to ascertain the persons liable for the tax upon said personal property : Provided, that the provisions of this section shall extend and ap- ply to all cities, towns and the like municipal cofporations hav- ing the power under their charters to tax the property aforesaid, and the powers and duties herein imposed upon the board of commissioners of the county shall be exercised and performed by the board of commissioners or board of aldermen, as the case may be, of the city, town or other like municipal corporation.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0144.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0144
CHAPTER 15.0,16,SEc. 30.,30,"SEc. 30 The board of county commissioners shall cause the reg- ister of deeds to make out two copies of tax list for each township, as revised and settled by him according to a form to be furnished to them by the auditor of the state. Such form shall show, in different columns the sum due by each taxpayer to the state and to the county, and also in separate columns. the total amount of school poll tax levied by the general assembly and county authorities due by each taxpayer, and the total amount of property school tax levied by the general assembly and the county authorities due by each taxpayer. One of said copies shall remain in the office of the clerk of the commissioners, the other shall be delivered to the sheriff or tax collector on or before the first Monday in September in each year, and he shall receipt for the same. The clerk shall endorse on the copies given the sheriff an order to collect the taxes therein mentioned, and such order shall have the force and effect of a judgment and execu- tion against the real and personal property of the person charged in such list. In such list the clerk shall note all appeals from the judgment of the commissioners which have been perfected by the giving of a bond. Said order shall be in the following or some similar form: State of North Carolina, _ atthe Mn county. Office Board of Commissioners, ________ eounty, to the sheriff of ois ee county: You are hereby commanded to collect the taxes herein men- tioned according to the provisions and requirements of the exist- ing law. In witness whereof, I hereunto set my hand and seal ____ day Of), Ee we 18 Clerk Board of Commissioners. The commissioners shall make an order for the payment to the register of deeds of such a sum as may be deemed a proper com- pensation for the work of computing the taxes and making out the tax list and the necessary copies thereof. But the sum al- lowed for all such service shall not exceed six -6 cents for each name appearing on the tax list.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0145.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0145
CHAPTER 15.0,16,SEc. 31.,31,"SEc. 31 When property is assessed to any person as agent for another, or in & representative capacity, such person shall have a lien upon such property, or any property of his principal in his possession, until he is indemnified against the payment thereof, or if he has paid the tax, until he is reimbursed for such payment.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0146.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0146
CHAPTER 15.0,16,SEc. 32.,32,"SEc. 32 The clerk of the commissioners, on or before the first Monday in November after the lists are completed by the com- missioners and deposited with him, shail return to the auditor an abstract of the same, showing the number of acres of land and their value and the value of town lots and the number of white, Indian and negro polls separately, and specify every other subject of taxa- tion, and the amount of state and county tax paid on each subject, and the amount paid on the whole. At the same time the clerk shall return to the auditor an abstract of the list of the poor, county and school taxes paid in his county, setting forth sepa- rately the tax levied on each poll and on each one hundred dol- lars value of real property for each purpose, and also the gross amount of taxes of every kind levied for county purposes.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0146.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0146
CHAPTER 15.0,16,Src. 33.,33,"Src. 33 If any clerk shall make a default of any of the duties prescribed in the preceding section, or shall fail to deliver to the auditor a copy of the sheriffs return of taxes received under schedules B and C of an act to raise revenue, and a copy of the settlement of state tax account between the board of county com- missioners and the sheriff or tax collector, made, sworn to and subscribed, he shall forfeit and pay to the state one thousand dol- lars, to be recovered against him and the sureties of his bond in the superior court of Wake county, before the clerk thereof, on motion of the state solicitor, and it shal] be the duty of the au ditor to inform the solicitor of such default, and at the same time furnish him with a zertified copy of the official bond of said clerk. The clerk of the superior court shall transmit to the auditor on or before the second Monday in October in each year a certified copy of the official bond of the register of deeds and his sureties, under the same penalties for default as are prescribed in section one hundred and eight of this act. The register of deeds shall transmit to the auditor annually a copy of the bond of the clerk of the superior court.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0146.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0146
CHAPTER 15.0,16,Sxc. 34.,34,"Sxc. 34 In case within the interval between the regular periods of the valuation of lands or real property any piece of land or real property shall become divided in ownership, either by parti- tion or sale of a portion thereof or otherwise, either of the part owners nay at any time, upon five days notice to the other part owner, apply to the commissioners for an apportionment of valua- tion, which shall be allowed as may be just, and all persons hav- ing tax lists are required to amend the same according to the as- sessment of said board on the production of a certified copy thereof: Provided, that no amendment made after a tax on the land has become due shall shall operate to affect that tax.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0147.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0147
CHAPTER 15.0,16,Src. 35.,35,"Src. 35 All taxes shall be due on the first Monday in Septem- ber in each year. When paid the sheriff or tax collector shall note on the tax list against the name of the party the date of pay- ment and the amount paid. He shall also give receipt to the parties, stating the amount of the state and county tax sepa- rately and the date of payment; and for the failure to give such receipt, stating the state and county tax separately, he shall be guilty of a misdemeanor, and on conviction be fined at the dis- eretion of the court: Provided, the sheriff or tax collector shall not collect the taxes for any years until he shall have settled in full with the state and county for the taxes of the previous year (if he was the sheriff or tax collector), and given the bond re- quired by law; and if, upon examination, the commissioners are not satisfied with the solvency of the surety to said bonds they may require new bonds to be given. Before receiv- ing the tax list he shall produce the receipts of the state and county (if he was the sheriff or tax collector for the previous year) to the clerk of the board of commissioners, and in the event the sheriff fails to produce the aforesaid re- ceipts or give the required bond, the board of commissioners shall appoint a tax coflector who shall give bond as required of the sheriff to faithfully collect and pay over the taxes according to law. When the sheriff shall collect by his deputies they shall, before the clerk of the board of commissioners or before a jus- tice of the peace of the county, take and subscribe an oath faith- fully and honestly to account for the same with a sheriff or other person authorized to receive the same. Said oath shall be filed with the clerk and kept in the office of the board of commission- ers; and for failure of any deputy sheriff to pay over such taxes as he may collect he shall be guilty of a misdemeanor.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0147.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0147
CHAPTER 15.0,16,Src. 36.,36,"Src. 36 The sheriff or his deputy or tax collector shall attend at the court-house or his office in the county town during the months of September and November for the purpose of receiving taxes. He shall also in like manner attend at least one day dur- ing the month of October at some one or more places in each township, of which fifteen days notice shall be given by adver. tisement at three or more public places and in a newspaper, if one be published in the county: Provided, that nothing in this section shall be construed to prevent the collecting officer from levying and selling after the first day of November, but he shall not sell before that day. The sheriff or tax collector shall be en- titled to fifty cents for each actual levy or sale, and fifteen cents for each advertisement, but in no case shall said sums be col- lected where no levy or sale or advertisement is made on real or personal property : Provided, that the sheriffs of the counties men- tioned in chapter one hundred and fifty of the laws of one thou- sand eight hundred and eighty-three, as amended by subsequent acts, shall not levy on property or sell the same under execution until after the fifteenth day of March. The sheriffs of said coun- ties or their regular authorized deputies shall attend one day dur- ing the month of March, before the fifteenth day of said month, at one [or] more places in each township for the purpose of collect- ing the taxes which still remain unpaid, of which ten days notice shall be given by advertisement at three or more public places and in a newspaper, if one be published in the county. No costs shall acerue or fees be collected by the sheriffs of said counties except in cases of actual levy or advertisement and sale of DIOR; erty, as prescribed in this proviso.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0148.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0148
CHAPTER 15.0,16,Src. 37.,37,"Src. 37 Whenever the taxes shall be due and unpaid, the sheriff shall immediately proceed to collect them, as follows: -1 If the party charged have personal property of a value equal to the tax charged against him the sheriff shall seize and sell the same as he is required to sell other property under execution; -2 and no tax due from insolvents shall be credited to the sheriff in the settlements with the auditor except such as shall be allowed by the board of commissioners, a list whereof, containing the names and amounts and subscribed by the sheriff, shall be re- turned by the sheriff to the board of commissioners, and the same shall be allowed only on his making oath that he has been at the dwelling-house or usual abode of each of the taxpayers, and eonld not there or elsewhere in the county find property wherewith to discharge his taxes or such part thereof as is un- paid, and that the persons contained in the list were insolvent at and during the time when by law he ought to have endeavored to collect the taxes. Such list shall be recorded in the commis- sioners docket, and a copy thereof shall be returned to the au- ditor of the state on or before the day of the settlement of the sheriff with the treasurer.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0148.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0148
CHAPTER 15.0,16,SEc. 38.,38,"SEc. 38 Whenever any sheriff or tax collector shall be credited on settlement with any tax or taxes by him returned as insolv- ent, dead or removed, he shall forthwith make publication at the court-house door of a complete list of the names of such insolv- ent, dead or removed delinquents, with the amount of the tax due from each, and the sum total so credited, and at at least one public place in each township a list of such delinquents of said township. Such complete list, by the order of the board of commis- sioners, may also be published in any newspaper printed in the county, in which case the expense of the advertisement for such time as may be directed, shall be paid by the county. Any sheriff or tay collector failing to comply with the provisions of this sec- tion shall be guilty of a misdemeanor and upon conviction shall be fined not less than ten nor more than one hundred dollars. LISTING PROPERTY OF CORPORATIONS.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0149.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0149
CHAPTER 15.0,16,Src. 39.,39,"Src. 39 Bridge, express, ferry, gas, manufacturing, mining, savings bank, stage, steamboat, street railroad transportation and all other companies and associations incorporated under the laws of this state, except insurance companies, shall, in addition to the other property required by this act to be listed, make out and deliver to the assessor a sworn statement of the amount of its capital stock, setting forth particularly: -1 the name of the loca- tion of company or association; -2 the amount of capital stock authorized, and the number of shares into which such capital stock is divided; -3 the amount of capital stock paid up; -4 the market value, or if no market value, then the actual value of the shares of stock; -5 the assessed valuation of all its real and per- sonal property (which real and personal property is listed and as- sessed under this chapter). Theaggregate of the fifth item shall be deducted from the aggregate value of its shares of stock as provided by the fourth item, and the remainder, if any, shall be listed by list-taker in the name of such company or corpora- tion as capital stock thereof. In all cases of failure or refusal o1 any person, officer, company or association to make such return or statement, it shall be the duty of the list-taker to make such return or statement from the best information which he can ob. tain.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0149.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0149
CHAPTER 15.0,16,Src. 40.,40,"Src. 40 The stockholders in every bank located within this state, whether such bank has been organized under the laws of this state or the United States, shall be assessed on the actual value of the shares of stock therein in the county, town, precinct, village or city where such bank or banking association is located for the purpose of taxation for the state. Such share shall be listed in the name of corporation by the cashier or other principal offi- cer of any bank and the tax due the state on the value of said shares shall be paid directly to the state treasurer, as provided in section four of an act to raise revenue, except that portion of shares of stock in national, state and private banks held by non- residents shall not be deducted. The assessment herein provided shall be with regard to the value of the stock on the first day of June annually, subject to the restrictions that taxation of such shares shall not be ata greater rate than is assessed upon any other moneyed eapital in the hands of individual citizens of this state in the county, town, precinct, village or city where such banks are located. The owners of shares in any bank shall list the value of their respective shares in the county, town, pre- cinect, village or city where they reside for the purpose of county, school and municipal taxation. PRIVATE BANKS AND BANKERS.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0150.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0150
CHAPTER 15.0,16,Sc. 41.,41,"Sc. 41 Every bank, (not incorporated), banker, broker, or stock jobber shall, at the time fixed by this chapter for listing personal property, make out and furnish the assessor a sworn statement, showing: -1 the amount of property on hand and in transit; -2 the amount of funds in the hands of other banks, bankers or brokers and subject to draft; -8 the amount of checks or other cash items, the amount thereof not being included in either of the preceding items; -4 the amount of bills receivable, discounted or purchased, and other credits due or to become due, including accounts receivable and interest accrued but not due, and interest due and unpaid; -5 the amount of bonds and stocks of every kind, state and county warrants and other municipal securities and shares of capital stock or joint stock of other com- panies or corporations held as an investment or any way repre- senting assets; -6 all other property appertaining to said busi- ness other than real estate, which real estate shall be listed and assessed as other real estate is listed and assessed under this act; -7 the amount of deposits made with them by other parties; -8 the amount of all accounts payable other than current deposit accounts; -9 the amount of bonds and other securities exempt by law from taxation, specifying the amount and kind of each, the same being included in preceding fifth item. The aggregate amount of the first, second and third items in said statement shall {be listed as moneys. The amount of sixth item shall be listed the same as other similar personal property is listed under this chapter. The aggregate amount of the seventh and eighth items shall be deducted from the aggre- gate amount of the fourth item of said statement, and the amount of the remainder, if any, shall be listed as credit. The aggregate amount of the ninth item shall be deducted from the aggregate amount of the fifth item of such statement, and the remainder shall be listed as bonds or stocks. RAILROADS.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0150.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0150
CHAPTER 15.0,16,SEc. 42.,42,"SEc. 42 The commissioners elected from time to time under the authority of An act to provide for the géneral supervision of railroads, steamboat or canal companies, express and telegraph companies doing business in the state of North Carolina, shall constitute a board of appraisers and_ assessors for railroad, tele- graph, canal and steamboat companies.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0151.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0151
CHAPTER 15.0,16,Sec. 43.,43,"Sec. 43 The president, secretary, superintendent or other prin- cipal accounting officer within this state of every telegraph and railroad company, whether incorporated by any law of this state or not, shall return to the said commissioners for assessment and taxation, verified by the oath or affirmation of the officer making the return, all the following-described property belonging to such corporation, on the first day of June of each year, within this state, viz: the number of miles of such telegraph and rail- road lines in each county in this state, and the total number of Mies in the state, including the road-bed, right-of-way and superstructures thereon, main and side-tracks, depot buildings and depot grounds, section and tool houses, rolling stock, and per- sonal property necessary for the construction, repairs or success- ful operation of such telegraph and railroad line, including also Pullman or sleeping cars owned by them or operated over their lines: Provided, however, that all machine and repair shops, gen- eral office buildings, store houses, and also all real and personal property outside of said right-of-way and depot grounds as afore- said, of and belonging to any such railroad and telegraph com- panies, shall be listed for purposes of taxation by the principal officers or agents of such companies with the list-takers of the county where said real or personal property may be situated. in the manner provided by law for the listing and valuation of real and personal property. It shall be the duty of the list-takers. if required so to do by the said commissioners, to certify and send to the commissioners on or before the third Monday in June in each year, a statement giving the description of the property mentioned in the foregoing proviso, and showing the assessed 6 valuation thereof; the list-taker shall also, on or before the same day, send to the auditor of the state a like certificate of the as- sessed valuation and character of said property. The list-takers and assessors shall also certify to the commissioners the local rate of taxation for county purposes as soon as the same shall be de- termined, and such other information obtained in the course of the performance of the duties of their office as the said commis- sioners shall require of them, and the mayor of each city or town shall cause to be sent to the said commissioners the local rate of taxation for municipal purposes.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0151.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0151
CHAPTER 15.0,16,Sc. 44.,44,"Sc. 44 The movable property belonging to a railroad company shall be denominated for the purpose of taxation, rolling stock. * Every person, company or corporation, owning, constructing or operating a railroad in this state,shall in the month of June, an- nually return a list or schedule to the commissioners. which shall contain a correct detailed inventory of all the rolling stock belong- ing to such company, and which shall distinctly set forth the number of locomotives of all classes, passenger cars of all classes, sleeping and dinng cars. express cars, horse cars, cattle cars, coal cars, platform cars. wrecking cars, pay cars, hand ears, and all other kind of cars and the value thereof, and a state- ment or schedule as follows: -1 The amount of capital stock authorized and the number of shares into which such capital is divided; -2 the amount of capital stock paid up; -8 the market value, or if no market value, then the actual value of the shares of stock; -4 the length of line operated in each county, and total in the state; -5 the total assessed value of all the tangible prop- erty in this state; -6 and all the information heretofore required to be annually reported by section nineteen hundred and fifty- nine of The Code. Such schedule shall be made in conformity to such instructions and forms as may be prescribed by the com- missioners and with reference to amounts and values, on the first day of June of the year for which the return is made.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0152.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0152
CHAPTER 15.0,16,Src. 45.,45,"Src. 45 The said commissioners shall first determine the value of each railroad, rolling stock and all other property, ascertain- ing such value from the earnin gs as compared with the operating expenses, and taking into consideration the value of the franchise as well as other conditions proper to be considered in arriving at the TRUE value of the property, as in the case of private property, and the aggregate value thus determined shall be apportioned in the same proportion that the length of such road in each county bears to the entire length thereof; and the commissioners shall certify to the chairman of county commissioners and the mayor of each city or incorporated town the amount apportioned to his county, city or town, and the commissioners shall make and forward a like certificate, together with all the reports of the various railroad officers or copies thereof, and other papers and evidence which formed the basis of the valuation, to the auditor of the state. All taxes due the state from any railroad company, except the tax imposed for school purposes, shall be paid by the treasurer of each company directly to the state treasurer within thirty days after the first day of July of each year, and upon fail- ure to pay the state treasurer as aforesaid, he shall institute an action to enforce the same in the county of Wake or any county in which such railroad is located. The board of county commis- sioners of each county through which said railroad passes shall assess against the same only the tax imposed by the state for school purposes and: those imposed for county purposes.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0152.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0152
CHAPTER 15.0,16,Sec. 46.,46,"Sec. 46 When any railroad has part of its road in this state and part thereof in any other state, the commissioners shall as- certain the value of railroad track, rolling stock and shares of capital stock of such company, and divide it in the proportion the length of such road in this state bears to the whole length of such road, and determine the value of such railroad track, roll- ing stock and shares of capital stock in this state accordingly.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0153.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0153
